####################################################################################################
# Month: 08Aug                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/PAR                          #
# Columns are: year    month   day     segment         PWV (mm)                                    #
####################################################################################################
year,month,day,segment,PWV
2009,08,1,0,1.96849
2009,08,1,1,1.96194
2009,08,1,2,2.21846
2009,08,1,3,3.15851
2009,08,1,4,3.39404
2009,08,1,5,3.81424
2009,08,1,6,4.42685
2009,08,1,7,2.88724
2009,08,2,0,1.68574
2009,08,2,1,1.4033900000000001
2009,08,2,2,1.5298900000000002
2009,08,2,3,1.38
2009,08,2,4,1.40767
2009,08,2,5,3.24752
2009,08,2,6,4.2471000000000005
2009,08,2,7,3.7079899999999997
2009,08,3,0,1.9938399999999998
2009,08,3,1,1.4042000000000001
2009,08,3,2,1.29208
2009,08,3,3,1.4818399999999998
2009,08,3,4,1.7887
2009,08,3,5,3.95261
2009,08,3,6,5.79145
2009,08,3,7,6.716939999999999
2009,08,4,0,6.70182
2009,08,4,1,6.98951
2009,08,4,2,8.48452
2009,08,4,3,6.41305
2009,08,4,4,6.465520000000001
2009,08,4,5,6.723739999999999
2009,08,4,6,7.30333
2009,08,4,7,8.433489999999999
2009,08,5,0,8.83925
2009,08,5,1,9.20675
2009,08,5,2,9.644260000000001
2009,08,5,3,10.9353
2009,08,5,4,11.157
2009,08,5,5,11.285
2009,08,5,6,11.7872
2009,08,5,7,11.7274
2009,08,6,0,9.274899999999999
2009,08,6,1,8.30893
2009,08,6,2,7.4628000000000005
2009,08,6,3,5.768350000000001
2009,08,6,4,4.67058
2009,08,6,5,4.284140000000001
2009,08,6,6,4.42474
2009,08,6,7,3.05096
2009,08,7,0,2.20326
2009,08,7,1,2.10039
2009,08,7,2,2.1505199999999998
2009,08,7,3,2.0653
2009,08,7,4,2.02407
2009,08,7,5,3.47996
2009,08,7,6,3.93349
2009,08,7,7,2.71554
2009,08,8,0,1.39454
2009,08,8,1,0.928176
2009,08,8,2,1.1997200000000001
2009,08,8,3,1.2039300000000002
2009,08,8,4,1.14905
2009,08,8,5,2.33087
2009,08,8,6,3.4111100000000003
2009,08,8,7,2.71027
2009,08,9,0,1.0775899999999998
2009,08,9,1,0.763203
2009,08,9,2,1.00684
2009,08,9,3,1.25575
2009,08,9,4,1.18011
2009,08,9,5,1.95773
2009,08,9,6,2.91871
2009,08,9,7,2.35706
2009,08,10,0,0.8873260000000001
2009,08,10,1,0.5682849999999999
2009,08,10,2,0.6069880000000001
2009,08,10,3,0.684601
2009,08,10,4,0.539781
2009,08,10,5,0.9909410000000001
2009,08,10,6,1.61169
