####################################################################################################
# Month: 07Jul                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/BAN                          #
# Columns are: year    month   day     segment         PWV (mm)                                    #
####################################################################################################
year,month,day,segment,PWV
2009,07,1,0,2.27771
2009,07,1,1,1.7914
2009,07,1,2,1.67627
2009,07,1,3,1.45275
2009,07,1,4,1.25704
2009,07,1,5,1.18122
2009,07,1,6,1.15301
2009,07,1,7,1.0696400000000001
2009,07,2,0,1.0283699999999998
2009,07,2,1,0.907354
2009,07,2,2,0.8310639999999999
2009,07,2,3,0.809273
2009,07,2,4,0.846318
2009,07,2,5,0.866144
2009,07,2,6,0.850478
2009,07,2,7,0.804651
2009,07,3,0,0.79076
2009,07,3,1,0.799096
2009,07,3,2,0.80426
2009,07,3,3,0.959592
2009,07,3,4,1.32808
2009,07,3,5,1.44359
2009,07,3,6,1.51465
2009,07,3,7,1.56854
2009,07,4,0,1.47116
2009,07,4,1,1.71442
2009,07,4,2,1.24372
2009,07,4,3,1.1568399999999999
2009,07,4,4,1.43205
2009,07,4,5,1.78163
2009,07,4,6,2.55736
2009,07,4,7,3.17569
2009,07,5,0,4.0704899999999995
2009,07,5,1,4.59294
2009,07,5,2,4.1799
2009,07,5,3,4.28237
2009,07,5,4,4.389069999999999
2009,07,5,5,4.335310000000001
2009,07,5,6,4.04195
2009,07,5,7,3.30686
2009,07,6,0,2.70311
2009,07,6,1,2.58494
2009,07,6,2,1.54099
2009,07,6,3,1.2424300000000001
2009,07,6,4,1.12168
2009,07,6,5,1.00439
2009,07,6,6,1.03096
2009,07,6,7,1.17639
2009,07,7,0,1.52232
2009,07,7,1,2.46096
2009,07,7,2,2.95176
2009,07,7,3,3.25305
2009,07,7,4,4.11106
2009,07,7,5,3.4777600000000004
2009,07,7,6,3.2656799999999997
2009,07,7,7,2.73227
2009,07,8,0,3.37221
2009,07,8,1,3.72471
2009,07,8,2,4.38721
2009,07,8,3,4.51259
2009,07,8,4,4.05948
2009,07,8,5,3.52586
2009,07,8,6,2.05352
2009,07,8,7,1.0301900000000002
2009,07,9,0,0.6463540000000001
2009,07,9,1,0.5385800000000001
2009,07,9,2,0.870996
2009,07,9,3,1.3218699999999999
2009,07,9,4,2.44801
2009,07,9,5,3.2345300000000003
2009,07,9,6,3.35689
2009,07,9,7,2.6955500000000003
2009,07,10,0,2.8489
2009,07,10,1,2.98701
2009,07,10,2,3.3210100000000002
2009,07,10,3,3.20642
2009,07,10,4,3.25883
2009,07,10,5,3.14715
2009,07,10,6,2.89737
2009,07,10,7,2.3894699999999998
2009,07,11,0,1.97444
2009,07,11,1,1.90451
2009,07,11,2,2.1119899999999996
2009,07,11,3,3.67312
2009,07,11,4,4.58794
2009,07,11,5,3.74223
2009,07,11,6,3.02539
2009,07,11,7,2.66875
2009,07,12,0,2.6417100000000002
2009,07,12,1,2.1844
2009,07,12,2,1.9181400000000002
2009,07,12,3,2.27275
2009,07,12,4,3.0829400000000002
2009,07,12,5,3.90699
2009,07,12,6,4.87396
2009,07,12,7,6.3919
2009,07,13,0,7.033390000000001
2009,07,13,1,5.50067
2009,07,13,2,5.22295
2009,07,13,3,3.62622
2009,07,13,4,2.7175700000000003
2009,07,13,5,2.9745700000000004
2009,07,13,6,3.54004
2009,07,13,7,3.7248699999999997
2009,07,14,0,4.02668
2009,07,14,1,4.78392
2009,07,14,2,5.19588
2009,07,14,3,5.8702
2009,07,14,4,6.373810000000001
2009,07,14,5,6.47792
2009,07,14,6,6.29279
2009,07,14,7,6.28918
2009,07,15,0,7.03533
2009,07,15,1,6.90272
2009,07,15,2,6.93007
2009,07,15,3,5.576779999999999
2009,07,15,4,3.98758
2009,07,15,5,3.44298
2009,07,15,6,3.80892
2009,07,15,7,2.67799
2009,07,16,0,2.15345
2009,07,16,1,2.86125
2009,07,16,2,3.9582800000000002
2009,07,16,3,2.91233
2009,07,16,4,3.7125
2009,07,16,5,2.8063000000000002
2009,07,16,6,3.0910300000000004
2009,07,16,7,2.26214
2009,07,17,0,2.52394
2009,07,17,1,2.4073200000000003
2009,07,17,2,2.3890700000000002
2009,07,17,3,2.03619
2009,07,17,4,3.12005
2009,07,17,5,3.61606
2009,07,17,6,3.97975
2009,07,17,7,4.37377
2009,07,18,0,2.31933
2009,07,18,1,2.05859
2009,07,18,2,1.37659
2009,07,18,3,1.11741
2009,07,18,4,1.37277
2009,07,18,5,1.1007
2009,07,18,6,0.9705990000000001
2009,07,18,7,1.0571300000000001
2009,07,19,0,0.89437
2009,07,19,1,0.755839
2009,07,19,2,0.682498
2009,07,19,3,0.758813
2009,07,19,4,0.8830180000000001
2009,07,19,5,0.9006660000000001
2009,07,19,6,0.632946
2009,07,19,7,1.39429
2009,07,20,0,1.43622
2009,07,20,1,1.60695
2009,07,20,2,1.46953
2009,07,20,3,1.07523
2009,07,20,4,0.962321
2009,07,20,5,1.23728
2009,07,20,6,1.4104400000000001
2009,07,20,7,1.36052
2009,07,21,0,1.25571
2009,07,21,1,1.39903
2009,07,21,2,1.64765
2009,07,21,3,1.66592
2009,07,21,4,1.69261
2009,07,21,5,2.2672399999999997
2009,07,21,6,2.66023
2009,07,21,7,3.65039
2009,07,22,0,4.95208
2009,07,22,1,3.31155
2009,07,22,2,2.08966
2009,07,22,3,1.88671
2009,07,22,4,1.7136099999999999
2009,07,22,5,1.49504
2009,07,22,6,1.27427
2009,07,22,7,1.11795
2009,07,23,0,1.0087300000000001
2009,07,23,1,0.920073
2009,07,23,2,0.848019
2009,07,23,3,0.79661
2009,07,23,4,0.795412
2009,07,23,5,0.871706
2009,07,23,6,0.866121
2009,07,23,7,0.840669
2009,07,24,0,0.589525
2009,07,24,1,0.462457
2009,07,24,2,0.372232
2009,07,24,3,0.400656
2009,07,24,4,0.44442000000000004
2009,07,24,5,0.544948
2009,07,24,6,0.697882
2009,07,24,7,0.892223
2009,07,25,0,0.989121
2009,07,25,1,1.0834300000000001
2009,07,25,2,0.711237
2009,07,25,3,0.850788
2009,07,25,4,1.26129
2009,07,25,5,1.24831
2009,07,25,6,1.05704
2009,07,25,7,0.993029
2009,07,26,0,0.8222039999999999
2009,07,26,1,0.7357720000000001
2009,07,26,2,0.6848500000000001
2009,07,26,3,0.7934990000000001
2009,07,26,4,0.8443039999999999
2009,07,26,5,0.668076
2009,07,26,6,1.09726
2009,07,26,7,1.73287
2009,07,27,0,3.03773
2009,07,27,1,4.70423
2009,07,27,2,5.33644
2009,07,27,3,5.29152
2009,07,27,4,4.04317
2009,07,27,5,3.46125
2009,07,27,6,3.70928
2009,07,27,7,3.5360300000000002
2009,07,28,0,3.3721
2009,07,28,1,3.2774
2009,07,28,2,3.13513
2009,07,28,3,2.45375
2009,07,28,4,1.8106600000000002
2009,07,28,5,1.7732
2009,07,28,6,1.86845
2009,07,28,7,1.54766
2009,07,29,0,1.4604000000000001
2009,07,29,1,1.83901
2009,07,29,2,2.81525
2009,07,29,3,3.99094
2009,07,29,4,4.591069999999999
2009,07,29,5,4.97231
2009,07,29,6,5.14693
2009,07,29,7,5.78937
2009,07,30,0,6.297359999999999
2009,07,30,1,6.59945
2009,07,30,2,5.49696
2009,07,30,3,3.5421799999999997
2009,07,30,4,3.2424899999999997
2009,07,30,5,3.56254
2009,07,30,6,4.95485
2009,07,30,7,4.8885
2009,07,31,0,3.63451
2009,07,31,1,1.15837
2009,07,31,2,1.24854
2009,07,31,3,1.26823
2009,07,31,4,0.988245
2009,07,31,5,1.38607
2009,07,31,6,1.60324
2009,07,31,7,1.6182699999999999
2009,07,1,0,1.3496199999999998
2009,07,1,1,1.1753900000000002
2009,07,1,2,0.971919
2009,07,1,3,1.15172
2009,07,1,4,1.35109
2009,07,1,5,1.70792
2009,07,1,6,2.3795100000000002
2009,07,1,7,2.97492
2009,07,2,0,3.2672800000000004
2009,07,2,1,3.91308
2009,07,2,2,4.4618400000000005
2009,07,2,3,4.67394
2009,07,2,4,4.84575
2009,07,2,5,4.893050000000001
2009,07,2,6,4.85891
2009,07,2,7,3.96323
2009,07,3,0,2.59897
2009,07,3,1,2.21933
2009,07,3,2,3.30985
2009,07,3,3,6.05082
2009,07,3,4,6.82667
2009,07,3,5,5.93671
2009,07,3,6,4.68591
2009,07,3,7,3.74278
2009,07,4,0,2.8833699999999998
2009,07,4,1,3.87674
2009,07,4,2,4.9363
2009,07,4,3,3.08151
2009,07,4,4,1.8376700000000001
2009,07,4,5,2.85575
2009,07,4,6,2.79806
2009,07,4,7,3.9602199999999996
2009,07,5,0,4.571359999999999
2009,07,5,1,4.37226
2009,07,5,2,4.4713
2009,07,5,3,4.644100000000001
2009,07,5,4,4.3636099999999995
2009,07,5,5,3.9099
2009,07,5,6,3.78897
2009,07,5,7,3.70811
2009,07,6,0,3.36239
2009,07,6,1,2.8631100000000003
2009,07,6,2,2.7805999999999997
2009,07,6,3,2.8571
2009,07,6,4,2.8561900000000002
2009,07,6,5,2.73725
2009,07,6,6,2.20272
2009,07,6,7,1.7319
2009,07,7,0,1.66983
2009,07,7,1,2.11014
2009,07,7,2,3.20379
2009,07,7,3,3.9722
2009,07,7,4,4.06376
2009,07,7,5,4.81005
2009,07,7,6,5.21945
2009,07,7,7,5.0808800000000005
