####################################################################################################
# Month: 12Dec                                                                                     #
# Station: BRZ                                                                                     #
# Columns are: year    month   day     segment         windspeed (m/s)                             #
####################################################################################################
year,month,day,segment,windspeed
2009,12,1,0,8.817496
2009,12,1,1,9.644628
2009,12,1,2,10.061653
2009,12,1,3,6.986819
2009,12,1,4,2.375979
2009,12,1,5,3.362495
2009,12,1,6,7.566626
2009,12,1,7,8.175287
2009,12,2,0,11.260927
2009,12,2,1,11.867343
2009,12,2,2,10.202605
2009,12,2,3,7.428889
2009,12,2,4,5.915845
2009,12,2,5,4.315774
2009,12,2,6,5.38205
2009,12,2,7,5.800516
2009,12,3,0,6.154804
2009,12,3,1,7.201813
2009,12,3,2,7.835069
2009,12,3,3,6.899237
2009,12,3,4,7.964401
2009,12,3,5,9.325625
2009,12,3,6,8.96785
2009,12,3,7,8.443678
2009,12,4,0,5.874127
2009,12,4,1,5.680905
2009,12,4,2,5.946278
2009,12,4,3,7.593254
2009,12,4,4,8.894317
2009,12,4,5,9.884697
2009,12,4,6,10.476966
2009,12,4,7,11.846641
2009,12,5,0,10.800921
2009,12,5,1,10.77576
2009,12,5,2,10.504201
2009,12,5,3,10.587469
2009,12,5,4,15.587727
2009,12,5,5,18.984888
2009,12,5,6,18.019623
2009,12,5,7,18.108888
2009,12,6,0,17.041208
2009,12,6,1,15.896632
2009,12,6,2,13.015039
2009,12,6,3,11.856712
2009,12,6,4,12.159978
2009,12,6,5,12.062471
2009,12,6,6,11.098592
2009,12,6,7,9.913309
2009,12,7,0,8.606401
2009,12,7,1,8.539855
2009,12,7,2,9.259702
2009,12,7,3,9.316212
2009,12,7,4,10.510777
2009,12,7,5,10.774884
2009,12,7,6,9.09198
2009,12,7,7,7.562021
2009,12,8,0,8.804443
2009,12,8,1,9.853492
2009,12,8,2,9.320168
2009,12,8,3,7.989451
2009,12,8,4,7.268288
2009,12,8,5,7.146455
2009,12,8,6,6.661215
2009,12,8,7,5.428876
2009,12,9,0,4.849297
2009,12,9,1,5.068858
2009,12,9,2,4.454673
2009,12,9,3,4.518697
2009,12,9,4,5.794889
2009,12,9,5,5.269889
2009,12,9,6,4.003816
2009,12,9,7,3.445655
2009,12,10,0,1.54575
2009,12,10,1,1.703591
2009,12,10,2,2.803884
2009,12,10,3,2.789106
2009,12,10,4,2.832313
2009,12,10,5,2.755487
2009,12,10,6,1.818305
2009,12,10,7,2.352566
2009,12,11,0,3.517896
2009,12,11,1,5.609245
2009,12,11,2,6.180142
2009,12,11,3,6.175547
2009,12,11,4,4.93589
2009,12,11,5,3.933928
2009,12,11,6,3.773744
2009,12,11,7,4.592878
2009,12,12,0,5.222557
2009,12,12,1,6.042358
2009,12,12,2,6.941365
2009,12,12,3,8.807763
2009,12,12,4,10.336596
2009,12,12,5,10.994939
2009,12,12,6,11.505256
2009,12,12,7,11.53934
2009,12,13,0,11.629135
2009,12,13,1,12.487767
2009,12,13,2,12.796335
2009,12,13,3,12.557737
2009,12,13,4,10.272435
2009,12,13,5,8.122975
2009,12,13,6,6.731931
2009,12,13,7,5.78566
2009,12,14,0,6.009697
2009,12,14,1,8.168301
2009,12,14,2,8.741869
2009,12,14,3,8.137369
2009,12,14,4,5.838958
2009,12,14,5,4.351282
2009,12,14,6,2.951716
2009,12,14,7,2.244439
2009,12,15,0,2.519063
2009,12,15,1,3.707785
2009,12,15,2,4.153276
