####################################################################################################
# Month: 08Aug                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/PER                          #
# Columns are: year    month   day     segment         Pbase (mbar)                                #
####################################################################################################
year,month,day,segment,Pbase
2009,08,1,0,751.60298
2009,08,1,1,750.74274
2009,08,1,2,749.51257
2009,08,1,3,747.8866
2009,08,1,4,747.17054
2009,08,1,5,747.04832
2009,08,1,6,746.77561
2009,08,1,7,746.71198
2009,08,2,0,747.09783
2009,08,2,1,747.75794
2009,08,2,2,747.8664
2009,08,2,3,747.90606
2009,08,2,4,747.76736
2009,08,2,5,747.57447
2009,08,2,6,747.70444
2009,08,2,7,748.03156
2009,08,3,0,748.73745
2009,08,3,1,749.12851
2009,08,3,2,749.31979
2009,08,3,3,749.94013
2009,08,3,4,750.75943
2009,08,3,5,750.79689
2009,08,3,6,751.22392
2009,08,3,7,752.12463
2009,08,4,0,752.83793
2009,08,4,1,752.79434
2009,08,4,2,752.49771
2009,08,4,3,752.25715
2009,08,4,4,752.01314
2009,08,4,5,751.01351
2009,08,4,6,750.02479
2009,08,4,7,749.68748
2009,08,5,0,749.48155
2009,08,5,1,749.27677
2009,08,5,2,749.24041
2009,08,5,3,749.32355
2009,08,5,4,749.69317
2009,08,5,5,750.08362
2009,08,5,6,750.71112
2009,08,5,7,751.11345
2009,08,6,0,751.33974
2009,08,6,1,751.31953
2009,08,6,2,751.61912
2009,08,6,3,751.87968
2009,08,6,4,752.10942
2009,08,6,5,752.17319
2009,08,6,6,752.37991
2009,08,6,7,752.59104
2009,08,7,0,752.89966
2009,08,7,1,753.03553
2009,08,7,2,752.79344
2009,08,7,3,752.37004
2009,08,7,4,752.26072
2009,08,7,5,752.05723
2009,08,7,6,751.98625
2009,08,7,7,751.65111
2009,08,8,0,750.81418
2009,08,8,1,749.63209
2009,08,8,2,748.92428
2009,08,8,3,748.38747
2009,08,8,4,747.61534
2009,08,8,5,746.93562
2009,08,8,6,746.78879
2009,08,8,7,746.28512
2009,08,9,0,745.44809
2009,08,9,1,744.84493
2009,08,9,2,745.15242
2009,08,9,3,745.5825
2009,08,9,4,745.80364
2009,08,9,5,746.163
2009,08,9,6,747.44329
2009,08,9,7,748.50556
2009,08,10,0,748.87974
2009,08,10,1,748.59192
2009,08,10,2,749.0786
2009,08,10,3,749.45577
2009,08,10,4,749.77248
2009,08,10,5,749.62462
2009,08,10,6,749.10138
2009,08,10,7,748.86487
2009,08,11,0,748.4147
2009,08,11,1,747.12705
2009,08,11,2,746.39453
2009,08,11,3,745.83023
2009,08,11,4,745.12651
2009,08,11,5,744.28665
2009,08,11,6,743.69227
2009,08,11,7,743.39117
2009,08,12,0,742.94963
2009,08,12,1,742.52311
2009,08,12,2,742.45375
2009,08,12,3,742.62095
2009,08,12,4,742.62513
2009,08,12,5,742.57906
2009,08,12,6,742.89091
2009,08,12,7,743.30483
2009,08,13,0,743.92502
2009,08,13,1,744.39246
2009,08,13,2,744.99608
2009,08,13,3,745.33929
2009,08,13,4,745.28709
2009,08,13,5,744.63355
2009,08,13,6,744.61414
2009,08,13,7,744.78393
