####################################################################################################
# Month: 08Aug                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/BGK                          #
# Columns are: year    month   day     segment         PWV (mm)                                    #
####################################################################################################
year,month,day,segment,PWV
2009,08,1,0,8.11466
2009,08,1,1,7.634939999999999
2009,08,1,2,7.37872
2009,08,1,3,6.5534300000000005
2009,08,1,4,6.76465
2009,08,1,5,9.21901
2009,08,1,6,11.434700000000001
2009,08,1,7,13.3295
2009,08,2,0,13.126100000000001
2009,08,2,1,12.470799999999999
2009,08,2,2,11.871
2009,08,2,3,11.687700000000001
2009,08,2,4,12.125
2009,08,2,5,12.572
2009,08,2,6,12.962399999999999
2009,08,2,7,13.4368
2009,08,3,0,13.726899999999999
2009,08,3,1,13.0514
2009,08,3,2,11.1036
2009,08,3,3,9.915280000000001
2009,08,3,4,9.88023
2009,08,3,5,8.28104
2009,08,3,6,5.90035
2009,08,3,7,5.32312
2009,08,4,0,6.14289
2009,08,4,1,7.79321
2009,08,4,2,8.42882
2009,08,4,3,8.95151
2009,08,4,4,9.66118
2009,08,4,5,9.68227
2009,08,4,6,8.37641
2009,08,4,7,4.60279
2009,08,5,0,3.85432
2009,08,5,1,3.5499
2009,08,5,2,3.3984699999999997
2009,08,5,3,5.545100000000001
2009,08,5,4,8.250110000000001
2009,08,5,5,9.313870000000001
2009,08,5,6,8.944840000000001
2009,08,5,7,8.16609
2009,08,6,0,7.65245
2009,08,6,1,7.71067
2009,08,6,2,7.81606
2009,08,6,3,7.64624
2009,08,6,4,8.55158
2009,08,6,5,10.563
2009,08,6,6,11.219899999999999
2009,08,6,7,12.1072
2009,08,7,0,14.051200000000001
2009,08,7,1,15.3128
2009,08,7,2,15.766200000000001
2009,08,7,3,15.0282
2009,08,7,4,15.8361
2009,08,7,5,15.8392
2009,08,7,6,15.0978
2009,08,7,7,14.2044
2009,08,8,0,12.9253
2009,08,8,1,10.9945
2009,08,8,2,9.02844
2009,08,8,3,8.17718
2009,08,8,4,7.17306
2009,08,8,5,13.7326
2009,08,8,6,14.5139
2009,08,8,7,12.6956
2009,08,9,0,10.3717
2009,08,9,1,6.35884
2009,08,9,2,4.81601
2009,08,9,3,5.27797
2009,08,9,4,8.12041
2009,08,9,5,8.39757
2009,08,9,6,7.972770000000001
2009,08,9,7,7.85074
2009,08,10,0,8.61867
2009,08,10,1,9.0274
2009,08,10,2,8.51431
2009,08,10,3,7.5173000000000005
2009,08,10,4,6.4349099999999995
