####################################################################################################
# Month: 05May                                                                                     #
# Station: SMA                                                                                     #
# Columns are: year    day     segment         windspeed (m/s)                                     #
####################################################################################################
year,day,segment,windspeed
2009,1,0,7.778834
2009,1,1,9.042893
2009,1,2,9.13856
2009,1,3,8.404705
2009,1,4,8.292297
2009,1,5,8.471475
2009,1,6,8.081688
2009,1,7,6.947686
2009,2,0,6.598928
2009,2,1,6.370435
2009,2,2,5.848749
2009,2,3,5.62509
2009,2,4,4.962769
2009,2,5,4.616251
2009,2,6,4.485483
2009,2,7,4.704739
2009,3,0,5.222614
2009,3,1,5.843853
2009,3,2,6.781274
2009,3,3,7.237103
2009,3,4,6.504362
2009,3,5,6.671651
2009,3,6,5.463649
2009,3,7,5.467157
2009,4,0,4.18631
2009,4,1,3.092004
2009,4,2,2.589711
2009,4,3,1.872242
2009,4,4,2.089181
2009,4,5,2.688523
2009,4,6,3.143337
2009,4,7,3.461211
2009,5,0,2.758026
2009,5,1,2.093494
2009,5,2,1.469227
2009,5,3,1.108556
2009,5,4,1.09543
2009,5,5,1.151456
2009,5,6,1.582229
2009,5,7,2.052992
2009,6,0,2.692383
2009,6,1,3.296827
2009,6,2,3.862923
2009,6,3,4.17124
2009,6,4,3.448122
2009,6,5,3.676618
2009,6,6,4.026866
2009,6,7,3.944914
2009,7,0,4.451153
2009,7,1,4.17687
2009,7,2,3.814509
2009,7,3,4.558636
2009,7,4,4.645521
2009,7,5,4.868627
2009,7,6,5.268322
2009,7,7,4.74027
2009,8,0,3.619151
2009,8,1,3.713412
2009,8,2,4.519605
2009,8,3,4.876328
2009,8,4,4.850098
2009,8,5,4.9752
2009,8,6,5.134381
2009,8,7,4.534717
2009,9,0,3.606781
2009,9,1,3.113605
2009,9,2,3.870532
2009,9,3,4.406847
2009,9,4,3.623924
2009,9,5,3.407496
2009,9,6,2.506112
2009,9,7,1.597793
2009,10,0,1.287892
2009,10,1,2.361838
2009,10,2,2.787359
2009,10,3,2.697889
2009,10,4,1.509472
2009,10,5,0.356244
2009,10,6,0.288899
2009,10,7,1.627142
2009,11,0,2.057908
2009,11,1,1.467672
2009,11,2,1.667505
2009,11,3,3.179696
2009,11,4,3.427918
2009,11,5,2.906689
2009,11,6,2.066368
2009,11,7,1.46317
2009,12,0,1.47457
2009,12,1,2.252698
2009,12,2,2.511521
2009,12,3,2.582457
2009,12,4,3.231588
2009,12,5,4.744998
2009,12,6,5.97615
2009,12,7,4.920742
2009,13,0,3.223026
2009,13,1,3.082888
2009,13,2,3.681265
2009,13,3,4.178831
2009,13,4,4.128966
2009,13,5,4.063007
2009,13,6,5.465518
2009,13,7,6.619458
2009,14,0,4.453767
2009,14,1,2.67466
2009,14,2,2.14666
2009,14,3,2.166661
2009,14,4,1.77676
2009,14,5,2.291618
2009,14,6,3.196044
2009,14,7,3.750291
2009,15,0,4.31685
2009,15,1,4.800542
2009,15,2,4.882666
2009,15,3,4.460927
2009,15,4,3.911841
2009,15,5,3.759598
2009,15,6,2.818879
2009,15,7,2.571211
2009,16,0,2.612734
2009,16,1,2.226675
2009,16,2,1.899466
2009,16,3,2.553915
2009,16,4,3.964576
2009,16,5,5.852014
2009,16,6,6.65214
2009,16,7,6.714273
2009,17,0,7.131519
2009,17,1,7.849088
2009,17,2,7.855885
2009,17,3,8.629179
2009,17,4,8.877057
2009,17,5,8.529758
2009,17,6,9.066975
2009,17,7,10.237619
2009,18,0,11.766361
2009,18,1,11.575469
2009,18,2,11.374432
2009,18,3,11.923375
2009,18,4,12.469829
2009,18,5,12.433251
2009,18,6,11.730134
2009,18,7,11.758819
2009,19,0,13.202756
2009,19,1,13.521403
2009,19,2,14.725623
2009,19,3,15.608357
2009,19,4,15.452512
2009,19,5,15.091225
2009,19,6,14.801609
2009,19,7,13.701257
2009,20,0,12.053751
2009,20,1,12.088137
2009,20,2,10.879902
2009,20,3,9.920378
2009,20,4,11.542118
2009,20,5,11.881789
2009,20,6,11.114401
2009,20,7,9.953604
2009,21,0,9.112127
2009,21,1,10.951379
2009,21,2,10.725098
2009,21,3,10.727888
2009,21,4,11.188709
2009,21,5,9.563968
2009,21,6,9.999782
2009,21,7,9.377456
2009,22,0,9.9841
2009,22,1,10.522123
2009,22,2,10.46794
2009,22,3,10.485152
2009,22,4,11.785816
2009,22,5,12.16693
2009,22,6,12.858694
2009,22,7,13.007928
2009,23,0,13.884307
2009,23,1,13.755063
2009,23,2,14.575664
2009,23,3,16.092004
2009,23,4,16.879229
2009,23,5,16.502748
2009,23,6,16.232711
2009,23,7,15.29379
2009,24,0,14.165229
2009,24,1,13.935922
2009,24,2,13.500166
2009,24,3,13.561394
2009,24,4,14.352357
2009,24,5,14.293284
2009,24,6,15.437352
2009,24,7,15.366821
2009,25,0,15.082538
2009,25,1,14.669183
2009,25,2,13.417339
2009,25,3,13.41709
2009,25,4,12.848822
2009,25,5,11.58964
2009,25,6,11.305772
2009,25,7,11.178245
2009,26,0,10.108637
2009,26,1,8.018609
2009,26,2,7.26968
2009,26,3,6.834289
2009,26,4,8.245916
2009,26,5,9.059726
2009,26,6,9.559449
2009,26,7,10.519521
2009,27,0,10.462046
2009,27,1,9.291726
2009,27,2,8.12158
2009,27,3,7.523796
2009,27,4,8.604377
2009,27,5,9.594193
2009,27,6,10.587318
2009,27,7,11.888816
2009,28,0,12.967739
2009,28,1,13.200325
2009,28,2,12.580809
2009,28,3,12.268966
2009,28,4,13.224438
2009,28,5,13.636943
2009,28,6,13.43788
2009,28,7,13.921298
2009,29,0,15.306556
2009,29,1,15.387158
2009,29,2,15.585055
2009,29,3,15.036577
2009,29,4,15.671003
2009,29,5,15.544199
2009,29,6,14.577907
2009,29,7,12.679442
2009,30,0,10.044094
2009,30,1,8.138744
2009,30,2,9.971542
2009,30,3,8.030838
2009,30,4,8.227039
2009,30,5,10.411196
2009,30,6,10.306284
2009,30,7,10.191576
2009,31,0,9.684925
2009,31,1,7.718211
2009,31,2,8.465574
2009,31,3,5.769827
2009,31,4,4.895853
2009,31,5,4.668949
2009,31,6,3.766456
2009,31,7,3.722294
