####################################################################################################
# Month: 03Mar                                                                                     #
# Station: BAN                                                                                     #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,10.59124363
2009,2,11.36746375
2009,3,13.23926862
2009,4,12.1466045
2009,5,10.56663825
2009,6,10.22106288
2009,7,8.869414
2009,8,11.52422638
2009,9,7.01156388
2009,10,6.42338238
2009,11,13.26473062
2009,12,16.81647375
2009,13,22.86439138
2009,14,9.45074138
2009,15,7.78975112
2009,16,7.8931385
2009,17,11.08617625
2009,18,12.82987762
2009,19,14.80287688
2009,20,6.61163175
2009,21,14.80539675
2009,22,7.7209115
2009,23,2.37901512
2009,24,8.33907412
2009,25,3.6092005
2009,26,6.16327725
2009,27,16.0112875
2009,28,9.861746
2009,29,4.815429
2009,30,12.44303
2009,31,12.9080255
