####################################################################################################
# Month: 02Feb                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/YBG                          #
# Columns are: year    month   day     segment         Pbase (mbar)                                #
####################################################################################################
year,month,day,segment,Pbase
2009,02,1,0,556.89555
2009,02,1,1,556.20085
2009,02,1,2,554.7983
2009,02,1,3,553.34549
2009,02,1,4,553.13616
2009,02,1,5,552.90463
2009,02,1,6,552.53406
2009,02,1,7,552.16247
2009,02,2,0,552.3859
2009,02,2,1,552.97012
2009,02,2,2,553.54142
2009,02,2,3,554.25855
2009,02,2,4,554.57262
2009,02,2,5,554.46692
2009,02,2,6,554.15243
2009,02,2,7,553.91098
2009,02,3,0,554.43619
2009,02,3,1,554.77288
2009,02,3,2,554.61664
2009,02,3,3,554.82879
2009,02,3,4,555.32912
2009,02,3,5,555.38696
2009,02,3,6,555.82128
2009,02,3,7,556.41784
2009,02,4,0,556.6559
2009,02,4,1,556.51272
2009,02,4,2,556.29302
2009,02,4,3,556.1214
2009,02,4,4,555.86741
2009,02,4,5,555.265
2009,02,4,6,554.89053
2009,02,4,7,554.76633
2009,02,5,0,554.22051
2009,02,5,1,553.61276
2009,02,5,2,553.98054
2009,02,5,3,554.62563
2009,02,5,4,555.30366
2009,02,5,5,555.97723
2009,02,5,6,556.86422
2009,02,5,7,557.63071
2009,02,6,0,558.41569
2009,02,6,1,558.84304
2009,02,6,2,559.25083
2009,02,6,3,559.7325
2009,02,6,4,560.0866
2009,02,6,5,560.24079
2009,02,6,6,560.45549
2009,02,6,7,560.61705
2009,02,7,0,560.85588
2009,02,7,1,560.90414
2009,02,7,2,560.65155
2009,02,7,3,560.35312
2009,02,7,4,560.1464
2009,02,7,5,559.80549
2009,02,7,6,559.59078
2009,02,7,7,559.18806
2009,02,8,0,558.58956
2009,02,8,1,557.7043
2009,02,8,2,557.0541
2009,02,8,3,556.43769
2009,02,8,4,555.90912
2009,02,8,5,555.30387
2009,02,8,6,554.43725
2009,02,8,7,553.58369
2009,02,9,0,553.27445
2009,02,9,1,552.65922
2009,02,9,2,552.21482
2009,02,9,3,551.88939
2009,02,9,4,551.73087
2009,02,9,5,551.66411
2009,02,9,6,551.46454
2009,02,9,7,551.39857
2009,02,10,0,551.79771
2009,02,10,1,551.64426
2009,02,10,2,552.00006
2009,02,10,3,552.31865
2009,02,10,4,552.29405
2009,02,10,5,551.96042
2009,02,10,6,551.6185
2009,02,10,7,551.4567
2009,02,11,0,550.93408
2009,02,11,1,549.89944
2009,02,11,2,549.60886
2009,02,11,3,549.39231
2009,02,11,4,548.62376
2009,02,11,5,547.75414
2009,02,11,6,547.57599
2009,02,11,7,547.53087
2009,02,12,0,547.47991
2009,02,12,1,547.4377
2009,02,12,2,547.49068
2009,02,12,3,547.71119
2009,02,12,4,547.82231
2009,02,12,5,547.88709
2009,02,12,6,548.07654
2009,02,12,7,548.23341
2009,02,13,0,548.84756
2009,02,13,1,549.31694
2009,02,13,2,549.83953
2009,02,13,3,550.18752
2009,02,13,4,550.24085
2009,02,13,5,549.90682
2009,02,13,6,549.78695
2009,02,13,7,549.80518
2009,02,14,0,549.89026
2009,02,14,1,549.6619
2009,02,14,2,549.34487
2009,02,14,3,549.07037
2009,02,14,4,548.79281
2009,02,14,5,548.43764
2009,02,14,6,548.99026
2009,02,14,7,549.4308
2009,02,15,0,549.01456
2009,02,15,1,548.30845
2009,02,15,2,548.40051
2009,02,15,3,548.63081
2009,02,15,4,548.47373
2009,02,15,5,548.36025
2009,02,15,6,548.5618
2009,02,15,7,548.69155
2009,02,16,0,549.24238
2009,02,16,1,549.39161
2009,02,16,2,549.4199
2009,02,16,3,549.48287
2009,02,16,4,549.39745
2009,02,16,5,549.01368
