####################################################################################################
# Month: 03Mar                                                                                     #
# Station: LEN                                                                                     #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,11.28348475
2009,2,13.31442
2009,3,9.35566513
2009,4,5.72284125
2009,5,6.2713825
2009,6,5.71745513
2009,7,4.64371325
2009,8,4.80504738
2009,9,8.42179188
2009,10,4.0136405
2009,11,3.44546575
2009,12,3.05073638
2009,13,3.62429825
2009,14,7.56041387
2009,15,6.6974115
2009,16,18.02416675
2009,17,5.95183075
2009,18,3.99023088
2009,19,2.74428825
2009,20,4.310082
2009,21,3.37958138
2009,22,2.689536
2009,23,3.09633625
2009,24,2.19831162
2009,25,2.3555545
2009,26,2.5171495
2009,27,6.10408712
2009,28,11.64404987
2009,29,17.32802712
2009,30,17.40885775
2009,31,9.15843625
