####################################################################################################
# Month: 07Jul                                                                                     #
# Station: NOB                                                                                     #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,12.05755862
2009,2,3.48552088
2009,3,4.3571635
2009,4,5.87714
2009,5,5.70011038
2009,6,7.6920725
2009,7,13.70254912
2009,8,16.20807312
2009,9,17.505232
2009,10,11.78884325
2009,11,3.700349
2009,12,12.19770762
2009,13,15.14485525
2009,14,8.99146075
2009,15,15.40399388
2009,16,9.06787175
2009,17,9.26822225
2009,18,13.27690325
2009,19,16.30625725
2009,20,6.6432175
2009,21,11.623581
2009,22,5.44929788
2009,23,6.18980887
2009,24,9.08004337
2009,25,13.52626888
2009,26,9.74220575
2009,27,9.16448662
2009,28,7.51051113
2009,29,11.40688888
2009,30,2.18582713
2009,31,4.1598495
