####################################################################################################
# Month: 07Jul                                                                                     #
# Station: SPT                                                                                     #
# Columns are: year    day     segment         windspeed (m/s)                                     #
####################################################################################################
year,day,segment,windspeed
2009,1,0,9.616573
2009,1,1,6.057589
2009,1,2,4.949585
2009,1,3,9.54977
2009,1,4,11.62576
2009,1,5,11.300336
2009,1,6,9.20919
2009,1,7,9.177787
2009,2,0,7.364444
2009,2,1,4.963703
2009,2,2,4.992026
2009,2,3,6.064871
2009,2,4,5.857424
2009,2,5,7.994763
2009,2,6,9.791893
2009,2,7,13.02708
2009,3,0,13.59313
2009,3,1,13.670599
2009,3,2,13.234925
2009,3,3,13.331418
2009,3,4,11.593708
2009,3,5,10.971055
2009,3,6,10.192981
2009,3,7,11.631779
2009,4,0,8.578853
2009,4,1,7.641516
2009,4,2,14.527139
2009,4,3,15.232626
2009,4,4,14.042978
2009,4,5,14.507242
2009,4,6,12.810055
2009,4,7,12.28475
2009,5,0,8.129614
2009,5,1,5.798993
2009,5,2,9.138704
2009,5,3,9.594566
2009,5,4,8.882344
2009,5,5,9.2743
2009,5,6,9.049788
2009,5,7,9.5509
2009,6,0,9.290333
2009,6,1,7.889597
2009,6,2,10.718839
2009,6,3,11.175619
2009,6,4,8.870676
2009,6,5,8.372383
2009,6,6,8.81276
2009,6,7,9.792032
2009,7,0,6.665426
2009,7,1,4.155622
2009,7,2,7.804089
2009,7,3,7.856874
2009,7,4,9.517093
2009,7,5,11.287277
2009,7,6,15.164957
2009,7,7,16.872809
2009,8,0,13.288044
2009,8,1,8.245714
2009,8,2,6.82401
2009,8,3,6.968727
2009,8,4,7.266488
2009,8,5,8.070079
2009,8,6,8.562447
2009,8,7,7.607505
2009,9,0,8.761944
2009,9,1,10.112771
2009,9,2,11.366478
2009,9,3,8.716217
2009,9,4,8.738168
2009,9,5,7.828328
2009,9,6,8.258502
2009,9,7,10.577952
2009,10,0,5.172341
2009,10,1,1.254638
2009,10,2,2.235544
2009,10,3,3.776239
2009,10,4,5.675358
2009,10,5,5.512923
2009,10,6,6.256118
