####################################################################################################
# Month: 08Aug                                                                                     #
# Station: HCO                                                                                     #
# Columns are: year    day     segment         windspeed (m/s)                                     #
####################################################################################################
year,day,segment,windspeed
2009,1,0,5.905259
2009,1,1,7.467118
2009,1,2,7.630516
2009,1,3,8.427415
2009,1,4,5.976965
2009,1,5,1.609776
2009,1,6,2.902908
2009,1,7,4.348279
2009,2,0,5.390359
2009,2,1,6.423645
2009,2,2,5.429015
2009,2,3,5.293514
2009,2,4,8.018916
2009,2,5,8.379515
2009,2,6,9.800621
2009,2,7,10.022447
2009,3,0,8.67103
2009,3,1,8.942388
2009,3,2,8.070076
2009,3,3,6.373895
2009,3,4,4.895834
2009,3,5,2.449078
2009,3,6,4.094929
2009,3,7,3.325213
2009,4,0,2.982482
2009,4,1,3.392454
2009,4,2,2.696923
2009,4,3,2.105045
2009,4,4,2.812437
2009,4,5,4.058595
2009,4,6,4.649732
2009,4,7,7.039382
2009,5,0,9.91164
2009,5,1,12.879614
2009,5,2,15.257744
2009,5,3,12.998798
2009,5,4,11.305609
2009,5,5,8.841724
2009,5,6,7.924898
2009,5,7,8.005433
2009,6,0,6.74918
2009,6,1,6.993128
2009,6,2,4.983488
2009,6,3,4.299945
2009,6,4,2.269489
2009,6,5,1.402399
2009,6,6,3.626374
2009,6,7,4.818125
2009,7,0,6.267463
2009,7,1,7.988006
2009,7,2,8.778517
2009,7,3,7.205277
2009,7,4,6.751199
2009,7,5,6.844306
2009,7,6,7.305506
2009,7,7,8.536141
2009,8,0,9.236579
2009,8,1,10.041923
2009,8,2,10.417453
2009,8,3,8.564125
2009,8,4,5.163139
2009,8,5,3.967211
2009,8,6,3.282661
2009,8,7,2.635702
2009,9,0,1.881046
2009,9,1,2.973533
2009,9,2,3.297076
2009,9,3,4.688996
2009,9,4,5.197317
2009,9,5,5.016529
2009,9,6,6.406591
2009,9,7,7.913495
2009,10,0,10.050505
2009,10,1,10.754361
2009,10,2,8.871
2009,10,3,8.933804
2009,10,4,8.183436
2009,10,5,6.575155
2009,10,6,7.13304
2009,10,7,9.664207
2009,11,0,11.690736
2009,11,1,7.714016
2009,11,2,6.034575
2009,11,3,4.953697
2009,11,4,3.141275
2009,11,5,1.596727
2009,11,6,1.999748
2009,11,7,2.753902
2009,12,0,3.62528
2009,12,1,3.492208
2009,12,2,3.050016
2009,12,3,5.241835
2009,12,4,5.543641
2009,12,5,3.515496
2009,12,6,2.542037
2009,12,7,3.215946
2009,13,0,4.130248
2009,13,1,4.908896
2009,13,2,6.293361
2009,13,3,6.923335
2009,13,4,7.16302
2009,13,5,5.697632
2009,13,6,4.67181
2009,13,7,5.542609
2009,14,0,6.186186
2009,14,1,5.687441
2009,14,2,5.708115
2009,14,3,6.376111
2009,14,4,5.202087
2009,14,5,2.508405
2009,14,6,2.206883
2009,14,7,2.506133
2009,15,0,3.061585
2009,15,1,4.590125
2009,15,2,3.890324
2009,15,3,2.041482
2009,15,4,2.460054
2009,15,5,3.791915
2009,15,6,3.497128
2009,15,7,3.314113
2009,16,0,4.506319
2009,16,1,5.283173
2009,16,2,4.944514
2009,16,3,4.335839
2009,16,4,4.046492
2009,16,5,2.529287
2009,16,6,2.200605
2009,16,7,3.080057
2009,17,0,4.478346
2009,17,1,6.519
2009,17,2,7.37071
2009,17,3,7.36449
2009,17,4,4.859619
2009,17,5,2.891238
2009,17,6,4.284972
2009,17,7,4.648677
2009,18,0,4.70548
2009,18,1,4.674286
2009,18,2,6.091778
2009,18,3,6.611727
2009,18,4,4.584974
2009,18,5,4.329503
2009,18,6,6.427465
2009,18,7,8.557551
2009,19,0,13.070091
2009,19,1,14.458597
2009,19,2,13.369973
2009,19,3,8.769303
2009,19,4,7.174664
2009,19,5,4.163273
2009,19,6,4.100623
2009,19,7,6.258867
2009,20,0,6.844685
2009,20,1,6.841511
2009,20,2,4.65187
2009,20,3,2.34186
2009,20,4,1.860782
2009,20,5,4.566531
2009,20,6,5.194157
2009,20,7,5.171197
2009,21,0,4.888864
2009,21,1,5.861356
2009,21,2,8.370132
2009,21,3,9.184677
2009,21,4,11.479153
2009,21,5,10.493971
2009,21,6,12.160954
2009,21,7,11.287768
2009,22,0,16.755223
2009,22,1,16.188669
2009,22,2,15.589446
2009,22,3,12.425338
2009,22,4,7.74185
2009,22,5,5.955755
2009,22,6,7.212492
2009,22,7,6.410796
2009,23,0,6.862791
2009,23,1,6.18036
2009,23,2,10.18626
2009,23,3,14.334532
2009,23,4,10.232996
2009,23,5,2.735028
2009,23,6,4.355878
2009,23,7,5.380694
2009,24,0,6.773066
2009,24,1,5.597798
2009,24,2,2.828146
2009,24,3,3.014923
2009,24,4,4.097124
2009,24,5,4.259094
2009,24,6,2.472428
2009,24,7,2.92232
2009,25,0,2.465813
2009,25,1,3.047938
