####################################################################################################
# Month: 08Aug                                                                                     #
# Station: HCO                                                                                     #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,5.5335295
2009,2,7.344754
2009,3,5.85280538
2009,4,3.71713125
2009,5,10.8906825
2009,6,4.392766
2009,7,7.45955188
2009,8,6.66359912
2009,9,4.67182288
2009,10,8.7706885
2009,11,4.9855845
2009,12,3.77830738
2009,13,5.66636388
2009,14,4.54767012
2009,15,3.33084075
2009,16,3.86578575
2009,17,5.3021315
2009,18,5.7478455
2009,19,8.92067388
2009,20,4.68407413
2009,21,9.21585938
2009,22,11.03494612
2009,23,7.53356738
2009,24,3.99561238
2009,25,3.1638215
2009,26,10.32575325
2009,27,7.38861338
2009,28,2.90612275
2009,29,11.18771888
2009,30,6.5146785
2009,31,7.37435238
