####################################################################################################
# Month: 05May                                                                                     #
# Station: DomeF                                                                                   #
# Columns are: year    day     RH (percent)                                                        #
####################################################################################################
year,day,RH
9,1,0.95453938
9,2,0.98386288
9,3,0.9924725
9,4,0.83972338
9,5,0.96883762
9,6,0.95811862
9,7,0.92041225
9,8,0.88488162
9,9,0.92474712
9,10,0.98519575
9,11,0.8540455
9,12,0.73072412
9,13,0.76314162
9,14,0.91982262
9,15,0.96954225
9,16,0.97141562
9,17,0.98487075
9,18,0.9798105
9,19,0.96365088
9,20,0.89300062
9,21,0.98728912
9,22,0.9646965
9,23,0.89117212
9,24,0.8662205
9,25,0.75569912
9,26,0.98011375
9,27,0.587951
9,28,0.96757075
9,29,0.7013425
9,30,0.91825138
9,31,0.8666725
