####################################################################################################
# Month: 05May                                                                                     #
# Station: BAJA                                                                                    #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,2.98829938
2009,2,10.36656925
2009,3,12.85577938
2009,4,10.15209738
2009,5,9.26957938
2009,6,8.3405985
2009,7,3.62254975
2009,8,4.1265375
2009,9,1.78173775
2009,10,3.27564763
2009,11,4.001078
2009,12,4.88196775
2009,13,5.023373
2009,14,2.97784225
2009,15,5.83304862
2009,16,8.74743775
2009,17,11.86015912
2009,18,8.00075638
2009,19,3.42627738
2009,20,5.15383625
2009,21,2.54087063
2009,22,5.06726438
2009,23,4.5475855
2009,24,1.73115288
2009,25,2.13583912
2009,26,2.66026225
2009,27,2.90743962
2009,28,6.33577862
2009,29,6.82043188
2009,30,2.291187
2009,31,1.82131225
