####################################################################################################
# Month: 02Feb                                                                                     #
# Station: SUF                                                                                     #
# Columns are: year    day     RH (percent)                                                        #
####################################################################################################
year,day,RH
9,1,0.853201
9,2,0.8746385
9,3,0.89950875
9,4,0.96239862
9,5,0.55372725
9,6,0.11948812
9,7,0.35273725
9,8,0.39329788
9,9,0.8396225
9,10,0.84753738
9,11,0.84517625
9,12,0.8599045
9,13,0.92396675
9,14,0.90553988
9,15,0.69869113
9,16,0.74216438
9,17,0.75094762
9,18,0.80599362
9,19,0.93757487
9,20,0.58859838
9,21,0.42525262
9,22,0.81091312
9,23,0.68501262
9,24,0.864184
9,25,0.8738045
9,26,0.7144165
9,27,0.21449788
9,28,0.1639525
