####################################################################################################
# Month: 12Dec                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/MOR                          #
# Columns are: year    month   day     segment         Pbase (mbar)                                #
####################################################################################################
year,month,day,segment,Pbase
2009,12,1,0,692.04283
2009,12,1,1,691.20364
2009,12,1,2,689.82825
2009,12,1,3,688.13432
2009,12,1,4,687.55372
2009,12,1,5,687.38831
2009,12,1,6,687.06804
2009,12,1,7,686.81238
2009,12,2,0,687.13944
2009,12,2,1,687.82299
2009,12,2,2,688.08378
2009,12,2,3,688.35458
2009,12,2,4,688.3912
2009,12,2,5,688.22568
2009,12,2,6,688.17165
2009,12,2,7,688.32198
2009,12,3,0,689.02404
2009,12,3,1,689.43223
2009,12,3,2,689.52785
2009,12,3,3,690.05196
2009,12,3,4,690.79854
2009,12,3,5,690.84328
2009,12,3,6,691.30879
2009,12,3,7,692.13492
2009,12,4,0,692.6869
2009,12,4,1,692.60611
2009,12,4,2,692.29362
2009,12,4,3,692.02103
2009,12,4,4,691.75334
2009,12,4,5,690.83879
2009,12,4,6,690.01895
2009,12,4,7,689.77664
2009,12,5,0,689.46947
2009,12,5,1,689.10958
2009,12,5,2,689.22795
2009,12,5,3,689.50603
2009,12,5,4,689.96721
2009,12,5,5,690.46605
2009,12,5,6,691.21639
2009,12,5,7,691.77036
2009,12,6,0,692.21789
2009,12,6,1,692.36189
2009,12,6,2,692.71379
2009,12,6,3,693.07157
2009,12,6,4,693.37925
2009,12,6,5,693.49857
2009,12,6,6,693.71578
2009,12,6,7,693.91295
2009,12,7,0,694.20531
2009,12,7,1,694.31363
2009,12,7,2,694.05784
2009,12,7,3,693.66541
2009,12,7,4,693.51812
2009,12,7,5,693.24895
2009,12,7,6,693.13269
2009,12,7,7,692.76332
2009,12,8,0,691.95261
2009,12,8,1,690.82038
2009,12,8,2,690.11067
2009,12,8,3,689.49998
2009,12,8,4,688.74799
2009,12,8,5,688.06528
2009,12,8,6,687.68298
2009,12,8,7,687.02008
2009,12,9,0,686.29352
2009,12,9,1,685.63833
2009,12,9,2,685.70438
2009,12,9,3,685.88713
2009,12,9,4,685.99948
2009,12,9,5,686.26553
2009,12,9,6,687.0754
2009,12,9,7,687.7507
2009,12,10,0,688.15202
2009,12,10,1,687.90325
2009,12,10,2,688.37217
2009,12,10,3,688.74864
2009,12,10,4,688.93826
2009,12,10,5,688.69049
2009,12,10,6,688.19897
2009,12,10,7,687.98224
2009,12,11,0,687.51184
2009,12,11,1,686.26898
2009,12,11,2,685.66783
2009,12,11,3,685.21945
2009,12,11,4,684.43037
2009,12,11,5,683.50898
2009,12,11,6,683.06889
2009,12,11,7,682.8609
2009,12,12,0,682.52564
2009,12,12,1,682.19895
2009,12,12,2,682.1692
2009,12,12,3,682.36959
2009,12,12,4,682.40303
2009,12,12,5,682.38163
2009,12,12,6,682.67491
2009,12,12,7,683.02947
2009,12,13,0,683.68251
2009,12,13,1,684.17623
2009,12,13,2,684.79771
2009,12,13,3,685.16524
2009,12,13,4,685.12622
2009,12,13,5,684.54769
2009,12,13,6,684.48469
2009,12,13,7,684.59803
2009,12,14,0,684.52266
2009,12,14,1,684.05166
2009,12,14,2,683.95887
2009,12,14,3,683.92601
2009,12,14,4,683.68438
2009,12,14,5,683.41605
2009,12,14,6,684.39522
2009,12,14,7,685.05674
2009,12,15,0,684.78936
2009,12,15,1,684.29176
2009,12,15,2,684.57643
2009,12,15,3,684.74968
2009,12,15,4,684.52798
2009,12,15,5,684.59256
2009,12,15,6,685.10037
2009,12,15,7,685.26387
2009,12,16,0,685.77795
2009,12,16,1,685.81176
2009,12,16,2,685.72252
2009,12,16,3,685.68837
2009,12,16,4,685.63721
2009,12,16,5,685.22993
2009,12,16,6,684.94589
2009,12,16,7,684.71723
2009,12,17,0,684.33985
2009,12,17,1,683.58068
2009,12,17,2,682.89255
2009,12,17,3,682.12827
2009,12,17,4,681.5016
2009,12,17,5,680.73649
2009,12,17,6,679.86098
2009,12,17,7,679.02493
2009,12,18,0,678.22795
2009,12,18,1,677.61513
2009,12,18,2,677.53932
2009,12,18,3,677.61182
2009,12,18,4,677.85264
2009,12,18,5,677.52392
2009,12,18,6,677.47158
2009,12,18,7,677.67492
2009,12,19,0,677.97483
2009,12,19,1,678.27824
2009,12,19,2,678.45204
2009,12,19,3,679.14007
2009,12,19,4,679.81799
2009,12,19,5,680.13603
2009,12,19,6,681.29757
2009,12,19,7,682.53479
2009,12,20,0,683.26924
2009,12,20,1,683.6197
2009,12,20,2,684.55708
2009,12,20,3,685.44472
