####################################################################################################
# Month: 07Jul                                                                                     #
# Station: MOR                                                                                     #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,6.08882675
2009,2,9.266375
2009,3,8.62075612
2009,4,7.72293025
2009,5,5.98156212
2009,6,5.51809512
2009,7,7.29074688
2009,8,5.91682425
2009,9,4.64069012
2009,10,6.86545275
2009,11,6.67547313
2009,12,8.80493437
2009,13,12.89527575
2009,14,8.89113362
2009,15,9.88693425
2009,16,7.60950738
2009,17,4.24778463
2009,18,4.76974113
2009,19,6.16823338
2009,20,7.557044
2009,21,7.47692425
2009,22,7.53354625
2009,23,5.75519788
2009,24,7.70329788
2009,25,9.33104237
2009,26,7.93340688
2009,27,4.9702075
2009,28,6.0754545
2009,29,3.8074725
2009,30,2.877408
2009,31,5.73042012
