####################################################################################################
# Month: 03Mar                                                                                     #
# Station: BRZ                                                                                     #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,9.328391
2009,2,9.2030785
2009,3,8.66760475
2009,4,5.63238925
2009,5,7.50144038
2009,6,5.37602537
2009,7,3.60579275
2009,8,2.05043975
2009,9,2.69798138
2009,10,2.97837425
2009,11,4.60830488
2009,12,2.92764138
2009,13,2.74885475
2009,14,6.19492225
2009,15,7.89976138
2009,16,4.5790905
2009,17,3.5339595
2009,18,3.83180225
2009,19,5.53246025
2009,20,4.47816088
2009,21,2.15173162
2009,22,3.544339
2009,23,4.14300187
2009,24,6.49884538
2009,25,3.86334025
2009,26,3.1078745
2009,27,2.75932212
2009,28,5.68796238
2009,29,10.83689312
2009,30,8.08826
2009,31,7.75473062
