####################################################################################################
# Month: 12Dec                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/FLWO                         #
# Columns are: year    month   day     segment         Pbase (mbar)                                #
####################################################################################################
year,month,day,segment,Pbase
2009,12,1,0,700.55147
2009,12,1,1,699.70923
2009,12,1,2,698.35453
2009,12,1,3,696.67036
2009,12,1,4,696.07041
2009,12,1,5,695.91117
2009,12,1,6,695.59769
2009,12,1,7,695.36947
2009,12,2,0,695.70492
2009,12,2,1,696.38517
2009,12,2,2,696.62415
2009,12,2,3,696.86198
2009,12,2,4,696.87351
2009,12,2,5,696.70404
2009,12,2,6,696.67633
2009,12,2,7,696.85187
2009,12,3,0,697.55453
2009,12,3,1,697.96036
2009,12,3,2,698.06955
2009,12,3,3,698.60737
2009,12,3,4,699.36438
2009,12,3,5,699.4081
2009,12,3,6,699.86815
2009,12,3,7,700.70488
2009,12,4,0,701.27991
2009,12,4,1,701.20443
2009,12,4,2,700.89421
2009,12,4,3,700.62619
2009,12,4,4,700.36188
2009,12,4,5,699.43523
2009,12,4,6,698.59121
2009,12,4,7,698.33528
2009,12,5,0,698.04267
2009,12,5,1,697.70484
2009,12,5,2,697.80116
2009,12,5,3,698.05136
2009,12,5,4,698.49949
2009,12,5,5,698.98289
2009,12,5,6,699.71561
2009,12,5,7,700.24794
2009,12,6,0,700.66387
2009,12,6,1,700.78441
2009,12,6,2,701.12883
2009,12,6,3,701.47273
2009,12,6,4,701.76932
2009,12,6,5,701.88071
2009,12,6,6,702.09637
2009,12,6,7,702.29553
2009,12,7,0,702.59021
2009,12,7,1,702.70247
2009,12,7,2,702.44864
2009,12,7,3,702.05178
2009,12,7,4,701.90992
2009,12,7,5,701.65013
2009,12,7,6,701.54034
2009,12,7,7,701.17591
2009,12,8,0,700.36143
2009,12,8,1,699.22205
2009,12,8,2,698.51265
2009,12,8,3,697.91248
2009,12,8,4,697.15761
2009,12,8,5,696.47538
2009,12,8,6,696.12666
2009,12,8,7,695.48647
2009,12,9,0,694.74413
2009,12,9,1,694.09643
2009,12,9,2,694.19693
2009,12,9,3,694.41504
2009,12,9,4,694.54293
2009,12,9,5,694.82231
2009,12,9,6,695.69943
2009,12,9,7,696.42996
2009,12,10,0,696.82741
2009,12,10,1,696.57304
2009,12,10,2,697.04456
2009,12,10,3,697.42109
2009,12,10,4,697.62886
2009,12,10,5,697.39537
2009,12,10,6,696.89931
2009,12,10,7,696.67981
2009,12,11,0,696.21218
2009,12,11,1,694.96295
2009,12,11,2,694.34311
2009,12,11,3,693.87814
2009,12,11,4,693.10124
2009,12,11,5,692.19155
2009,12,11,6,691.72933
2009,12,11,7,691.50806
2009,12,12,0,691.15762
2009,12,12,1,690.81673
2009,12,12,2,690.78132
2009,12,12,3,690.97693
2009,12,12,4,691.00619
2009,12,12,5,690.98126
2009,12,12,6,691.27718
2009,12,12,7,691.64028
2009,12,13,0,692.28862
2009,12,13,1,692.77864
2009,12,13,2,693.39747
2009,12,13,3,693.76149
2009,12,13,4,693.72063
2009,12,13,5,693.13138
2009,12,13,6,693.07461
2009,12,13,7,693.19602
2009,12,14,0,693.10806
2009,12,14,1,692.61808
2009,12,14,2,692.54757
2009,12,14,3,692.54121
2009,12,14,4,692.30608
2009,12,14,5,692.04883
2009,12,14,6,693.04439
2009,12,14,7,693.70148
2009,12,15,0,693.45057
2009,12,15,1,692.98338
2009,12,15,2,693.27358
2009,12,15,3,693.43661
2009,12,15,4,693.22113
2009,12,15,5,693.30075
2009,12,15,6,693.82564
2009,12,15,7,693.99386
2009,12,16,0,694.49777
2009,12,16,1,694.52143
2009,12,16,2,694.42513
2009,12,16,3,694.38384
2009,12,16,4,694.33702
2009,12,16,5,693.93414
2009,12,16,6,693.64346
2009,12,16,7,693.40637
2009,12,17,0,693.00106
2009,12,17,1,692.22224
2009,12,17,2,691.52492
2009,12,17,3,690.74028
2009,12,17,4,690.13035
2009,12,17,5,689.3926
2009,12,17,6,688.53391
2009,12,17,7,687.70496
2009,12,18,0,686.89309
2009,12,18,1,686.26946
2009,12,18,2,686.2041
2009,12,18,3,686.29101
2009,12,18,4,686.55173
2009,12,18,5,686.24065
2009,12,18,6,686.17963
2009,12,18,7,686.36355
2009,12,19,0,686.6611
2009,12,19,1,686.9635
2009,12,19,2,687.10919
2009,12,19,3,687.77665
2009,12,19,4,688.4471
2009,12,19,5,688.77096
2009,12,19,6,689.9314
2009,12,19,7,691.15666
2009,12,20,0,691.88595
2009,12,20,1,692.23717
2009,12,20,2,693.18493
2009,12,20,3,694.08425
2009,12,20,4,695.04544
2009,12,20,5,695.26212
2009,12,20,6,695.73167
2009,12,20,7,696.06819
2009,12,21,0,696.24928
2009,12,21,1,695.96803
2009,12,21,2,695.04604
2009,12,21,3,693.91668
2009,12,21,4,692.8163
2009,12,21,5,691.82896
2009,12,21,6,690.92016
2009,12,21,7,690.33262
2009,12,22,0,689.83678
2009,12,22,1,689.20099
2009,12,22,2,689.68696
2009,12,22,3,690.80759
2009,12,22,4,691.4458
2009,12,22,5,691.8673
2009,12,22,6,693.10149
2009,12,22,7,694.67683
2009,12,23,0,695.80744
2009,12,23,1,696.36471
2009,12,23,2,696.91154
2009,12,23,3,697.42259
2009,12,23,4,697.18408
2009,12,23,5,696.60482
2009,12,23,6,696.33625
2009,12,23,7,696.05842
2009,12,24,0,694.9087
2009,12,24,1,693.21373
2009,12,24,2,692.21761
2009,12,24,3,691.50934
2009,12,24,4,690.71068
2009,12,24,5,690.30721
2009,12,24,6,690.23764
2009,12,24,7,690.39334
2009,12,25,0,690.06266
2009,12,25,1,689.80122
2009,12,25,2,689.96121
2009,12,25,3,690.05132
2009,12,25,4,690.2699
2009,12,25,5,690.71466
2009,12,25,6,690.58914
2009,12,25,7,690.5117
2009,12,26,0,690.77844
