####################################################################################################
# Month: 01Jan                                                                                     #
# Station: JCMT                                                                                    #
# Columns are: year    day     segment         windspeed (m/s)                                     #
####################################################################################################
year,day,segment,windspeed
2009,1,0,7.971545
2009,1,1,7.975866
2009,1,2,5.692443
2009,1,3,5.685244
2009,1,4,4.160181
2009,1,5,2.454201
2009,1,6,2.26397
2009,1,7,2.872739
2009,2,0,5.70797
2009,2,1,6.029787
2009,2,2,5.599116
2009,2,3,3.220715
2009,2,4,7.648384
2009,2,5,6.244255
2009,2,6,6.966709
2009,2,7,7.986265
2009,3,0,7.436555
2009,3,1,7.115411
2009,3,2,7.740795
2009,3,3,7.37048
2009,3,4,7.166079
2009,3,5,7.158871
2009,3,6,7.86814
2009,3,7,8.230232
2009,4,0,7.787014
2009,4,1,7.580602
2009,4,2,7.244728
2009,4,3,6.52175
2009,4,4,6.978746
2009,4,5,7.618421
2009,4,6,8.320482
2009,4,7,7.514721
2009,5,0,8.082214
2009,5,1,9.598911
2009,5,2,10.682394
2009,5,3,12.183876
2009,5,4,12.916168
2009,5,5,11.522767
2009,5,6,11.426075
2009,5,7,11.03098
2009,6,0,9.652501
2009,6,1,9.159342
2009,6,2,10.152127
2009,6,3,9.76734
2009,6,4,8.585779
2009,6,5,7.088026
2009,6,6,5.397294
2009,6,7,5.564652
2009,7,0,5.762488
2009,7,1,6.207844
2009,7,2,7.199383
2009,7,3,7.592292
2009,7,4,7.997357
2009,7,5,7.817316
2009,7,6,8.624083
2009,7,7,9.465043
2009,8,0,8.093412
2009,8,1,7.466526
2009,8,2,8.471483
2009,8,3,9.63327
2009,8,4,10.08299
2009,8,5,9.552518
2009,8,6,8.898532
2009,8,7,8.478002
2009,9,0,7.800397
2009,9,1,7.608979
2009,9,2,9.118736
2009,9,3,9.36476
2009,9,4,8.164915
2009,9,5,7.645735
2009,9,6,7.663102
2009,9,7,6.892026
2009,10,0,6.174212
2009,10,1,6.519972
2009,10,2,6.70296
2009,10,3,5.991565
2009,10,4,3.814828
2009,10,5,2.409266
2009,10,6,2.400583
2009,10,7,2.739265
2009,11,0,3.710063
2009,11,1,5.262616
2009,11,2,6.130503
2009,11,3,7.476735
2009,11,4,9.621438
2009,11,5,11.18339
2009,11,6,11.144307
2009,11,7,11.625396
2009,12,0,10.742056
2009,12,1,11.104276
2009,12,2,10.246559
2009,12,3,6.429312
2009,12,4,3.548124
2009,12,5,5.02561
2009,12,6,6.94635
2009,12,7,7.00011
2009,13,0,6.089474
2009,13,1,5.493505
2009,13,2,5.228338
2009,13,3,5.668385
2009,13,4,6.217844
2009,13,5,7.3857
2009,13,6,7.65636
2009,13,7,6.909443
2009,14,0,6.195253
2009,14,1,5.46379
2009,14,2,4.155645
2009,14,3,2.895881
2009,14,4,4.594714
2009,14,5,6.903704
2009,14,6,7.68688
2009,14,7,8.356223
2009,15,0,9.328534
2009,15,1,11.537545
2009,15,2,16.253016
2009,15,3,19.526944
2009,15,4,21.575077
2009,15,5,21.970133
2009,15,6,19.106308
2009,15,7,18.533125
2009,16,0,18.344827
2009,16,1,18.174424
2009,16,2,17.921357
2009,16,3,18.463521
2009,16,4,19.941183
2009,16,5,21.029831
2009,16,6,23.060863
2009,16,7,24.565274
2009,17,0,26.081711
2009,17,1,26.172541
2009,17,2,25.519229
2009,17,3,25.862296
2009,17,4,26.13552
2009,17,5,25.261335
2009,17,6,24.70976
2009,17,7,25.448783
2009,18,0,26.074934
2009,18,1,23.030826
2009,18,2,21.266248
2009,18,3,19.244665
2009,18,4,18.556066
2009,18,5,17.818012
2009,18,6,17.035493
2009,18,7,16.712893
2009,19,0,16.395338
2009,19,1,16.183888
2009,19,2,15.954565
2009,19,3,15.690727
2009,19,4,14.779356
2009,19,5,14.457915
2009,19,6,12.44732
2009,19,7,10.861857
2009,20,0,11.400635
2009,20,1,11.699481
2009,20,2,10.913448
2009,20,3,11.068627
2009,20,4,11.880246
2009,20,5,14.541235
2009,20,6,16.516589
2009,20,7,16.318408
2009,21,0,13.088132
2009,21,1,9.564009
2009,21,2,8.134388
2009,21,3,7.891208
2009,21,4,6.807772
2009,21,5,5.618621
2009,21,6,4.460013
2009,21,7,6.092808
2009,22,0,7.510753
2009,22,1,9.065316
2009,22,2,10.850569
2009,22,3,11.582737
2009,22,4,12.52095
2009,22,5,13.745278
2009,22,6,14.106265
2009,22,7,11.965384
2009,23,0,11.081039
2009,23,1,10.613249
2009,23,2,9.908836
2009,23,3,9.690634
2009,23,4,10.157636
2009,23,5,11.203719
2009,23,6,11.901205
2009,23,7,13.771991
2009,24,0,12.952102
2009,24,1,12.087865
2009,24,2,10.334489
2009,24,3,8.974356
2009,24,4,6.121485
2009,24,5,5.430397
2009,24,6,4.702536
2009,24,7,5.19451
2009,25,0,4.649129
2009,25,1,4.591735
2009,25,2,5.67973
2009,25,3,5.547765
2009,25,4,5.720269
2009,25,5,6.036403
2009,25,6,6.721868
2009,25,7,6.802792
2009,26,0,5.940375
2009,26,1,5.278385
2009,26,2,5.527655
2009,26,3,5.770489
2009,26,4,7.514968
2009,26,5,9.365613
2009,26,6,10.726206
2009,26,7,11.808662
2009,27,0,14.025096
2009,27,1,12.544645
2009,27,2,9.886233
