####################################################################################################
# Month: 01Jan                                                                                     #
# Station: JCMT                                                                                    #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,4.88452362
2009,2,6.17540012
2009,3,7.51082038
2009,4,7.445808
2009,5,10.93042312
2009,6,8.17088263
2009,7,7.58322575
2009,8,8.83459162
2009,9,8.03233125
2009,10,4.59408138
2009,11,8.269306
2009,12,7.63029963
2009,13,6.33113112
2009,14,5.78151125
2009,15,17.22883525
2009,16,20.18766
2009,17,25.64889688
2009,18,19.96739212
2009,19,14.59637075
2009,20,13.04233363
2009,21,7.70711888
2009,22,11.4184065
2009,23,11.04103862
2009,24,8.2247175
2009,25,5.71871138
2009,26,7.74154412
2009,27,8.83151025
2009,28,10.92401762
2009,29,8.74240525
2009,30,8.7922225
2009,31,3.43776512
