####################################################################################################
# Month: 07Jul                                                                                     #
# Station: BMAC                                                                                    #
# Columns are: year    day     segment         windspeed (m/s)                                     #
####################################################################################################
year,day,segment,windspeed
2009,1,0,2.356402
2009,1,1,3.296895
2009,1,2,3.97624
2009,1,3,4.773601
2009,1,4,5.2695
2009,1,5,6.186427
2009,1,6,7.783095
2009,1,7,8.372031
2009,2,0,8.670304
2009,2,1,8.329762
2009,2,2,6.748758
2009,2,3,7.196616
2009,2,4,8.439553
2009,2,5,9.700618
2009,2,6,10.646501
2009,2,7,9.606942
2009,3,0,7.043394
2009,3,1,5.216788
2009,3,2,3.836521
2009,3,3,0.778527
2009,3,4,1.448252
2009,3,5,1.634571
2009,3,6,2.432386
2009,3,7,3.47293
2009,4,0,4.47079
2009,4,1,3.578676
2009,4,2,3.235365
2009,4,3,3.739266
2009,4,4,4.14131
2009,4,5,4.905344
2009,4,6,5.215776
2009,4,7,6.767355
2009,5,0,6.923546
2009,5,1,6.579683
2009,5,2,6.826261
2009,5,3,8.72006
2009,5,4,8.641497
2009,5,5,7.947669
2009,5,6,7.567098
2009,5,7,8.004712
2009,6,0,6.374757
2009,6,1,5.668468
2009,6,2,5.639397
2009,6,3,5.964171
2009,6,4,7.519757
2009,6,5,7.321175
2009,6,6,8.570894
2009,6,7,7.322699
2009,7,0,5.265226
2009,7,1,5.506411
2009,7,2,6.69118
2009,7,3,9.070357
2009,7,4,8.162185
2009,7,5,7.197843
2009,7,6,8.425525
2009,7,7,8.763242
2009,8,0,9.060593
2009,8,1,9.163689
2009,8,2,8.948006
2009,8,3,9.580375
2009,8,4,10.230183
2009,8,5,10.000471
2009,8,6,9.935104
2009,8,7,11.352085
2009,9,0,12.015226
2009,9,1,12.932346
2009,9,2,14.372722
2009,9,3,14.921625
2009,9,4,16.829324
2009,9,5,16.512571
2009,9,6,15.241246
2009,9,7,14.49379
2009,10,0,14.079425
2009,10,1,14.830168
2009,10,2,13.945534
2009,10,3,14.637811
2009,10,4,16.474879
2009,10,5,16.730848
2009,10,6,16.662944
2009,10,7,16.130302
2009,11,0,16.449974
2009,11,1,18.471563
2009,11,2,18.617226
2009,11,3,18.535266
2009,11,4,16.169099
2009,11,5,14.404077
2009,11,6,13.540053
2009,11,7,12.587007
2009,12,0,13.990631
2009,12,1,16.383072
2009,12,2,17.16135
2009,12,3,15.696433
2009,12,4,9.210858
2009,12,5,6.864866
2009,12,6,8.12468
2009,12,7,11.071627
2009,13,0,15.407836
2009,13,1,18.158648
2009,13,2,17.725103
2009,13,3,19.539918
2009,13,4,19.829253
2009,13,5,16.674816
2009,13,6,15.894034
2009,13,7,13.812043
2009,14,0,12.627623
2009,14,1,14.344002
2009,14,2,13.876815
2009,14,3,9.035419
2009,14,4,3.455322
2009,14,5,5.269182
2009,14,6,6.869922
2009,14,7,8.076622
2009,15,0,8.77234
2009,15,1,5.393059
2009,15,2,3.661341
2009,15,3,4.141597
2009,15,4,3.58016
2009,15,5,4.635441
2009,15,6,4.474899
2009,15,7,4.716408
2009,16,0,4.265331
2009,16,1,4.430659
2009,16,2,6.098415
2009,16,3,8.014327
2009,16,4,7.732075
2009,16,5,7.483482
2009,16,6,8.474847
2009,16,7,9.69822
2009,17,0,8.857624
2009,17,1,7.3595
2009,17,2,5.942059
2009,17,3,5.241884
2009,17,4,3.290502
2009,17,5,0.796296
2009,17,6,1.57146
2009,17,7,2.306554
2009,18,0,3.334104
2009,18,1,3.900562
2009,18,2,5.314515
2009,18,3,7.063591
2009,18,4,6.865206
2009,18,5,5.609509
2009,18,6,6.007687
2009,18,7,6.614315
2009,19,0,6.017435
2009,19,1,4.812684
2009,19,2,3.557105
2009,19,3,2.082716
2009,19,4,3.011411
2009,19,5,5.05849
2009,19,6,4.717196
2009,19,7,4.534993
2009,20,0,5.170276
2009,20,1,4.43658
2009,20,2,3.402112
2009,20,3,4.222313
2009,20,4,6.599319
2009,20,5,6.677715
2009,20,6,5.971627
2009,20,7,4.746908
2009,21,0,3.617935
2009,21,1,2.84725
2009,21,2,3.719506
2009,21,3,4.863631
2009,21,4,7.35272
2009,21,5,8.260619
2009,21,6,8.77144
2009,21,7,9.967742
2009,22,0,10.950956
2009,22,1,11.183098
2009,22,2,9.88181
2009,22,3,11.351437
2009,22,4,12.553547
2009,22,5,13.611265
2009,22,6,15.169059
2009,22,7,15.593748
2009,23,0,14.60819
2009,23,1,16.53862
2009,23,2,16.638266
2009,23,3,13.981254
2009,23,4,13.116199
2009,23,5,11.878559
2009,23,6,10.949388
2009,23,7,12.089089
2009,24,0,11.374819
2009,24,1,11.739946
2009,24,2,12.646599
2009,24,3,10.335273
2009,24,4,6.037837
2009,24,5,4.662208
2009,24,6,6.05115
2009,24,7,6.827965
2009,25,0,6.079465
2009,25,1,6.484738
2009,25,2,7.543308
2009,25,3,7.211
2009,25,4,5.544438
2009,25,5,5.402055
2009,25,6,5.930821
2009,25,7,6.592325
2009,26,0,7.476987
2009,26,1,8.64006
2009,26,2,9.322142
2009,26,3,7.700001
2009,26,4,5.475303
2009,26,5,3.723737
2009,26,6,3.429086
2009,26,7,4.972603
2009,27,0,5.875303
2009,27,1,5.433595
2009,27,2,4.196439
2009,27,3,2.283569
2009,27,4,0.453167
2009,27,5,1.852846
2009,27,6,2.031561
2009,27,7,2.926247
2009,28,0,4.175108
2009,28,1,4.701307
2009,28,2,3.930529
2009,28,3,4.889498
2009,28,4,7.937347
2009,28,5,9.391736
2009,28,6,9.491396
2009,28,7,10.260669
2009,29,0,9.641236
2009,29,1,10.172099
2009,29,2,7.972159
2009,29,3,6.065129
2009,29,4,5.397658
2009,29,5,4.664485
2009,29,6,6.418885
2009,29,7,7.793104
2009,30,0,8.043336
2009,30,1,6.627038
2009,30,2,3.369014
2009,30,3,3.349042
2009,30,4,4.818044
2009,30,5,5.799811
2009,30,6,6.587452
2009,30,7,8.001013
2009,31,0,7.934686
2009,31,1,6.311304
2009,31,2,5.629465
2009,31,3,4.136732
2009,31,4,3.294557
2009,31,5,5.960727
2009,31,6,9.559169
2009,31,7,11.804349
