####################################################################################################
# Month: 10Oct                                                                                     #
# Station: DomeC                                                                                   #
# Columns are: year    month   day     RH (percent)                                                #
####################################################################################################
year,month,day,RH
9,10,1,0.8038085
9,10,2,0.88991362
9,10,3,0.8217865
9,10,4,0.6420475
9,10,5,0.83033463
9,10,6,0.48930488
9,10,7,0.4583225
9,10,8,0.74859825
9,10,9,0.6019985
9,10,10,0.4793715
9,10,11,0.58331425
9,10,12,0.79383038
9,10,13,0.7980355
9,10,14,0.8221315
9,10,15,0.68453975
9,10,16,0.78074362
9,10,17,0.80907862
9,10,18,0.91063162
9,10,19,0.966712
9,10,20,0.96392138
9,10,21,0.97194725
9,10,22,0.954159
9,10,23,0.91856275
9,10,24,1.10527888
9,10,25,0.7814355
9,10,26,0.90417475
9,10,27,0.87027563
9,10,28,0.80142775
9,10,29,0.81463038
9,10,30,0.6648575
9,10,31,0.86290312
10,10,1,0.48973838
10,10,2,0.98918275
10,10,3,1.01040962
10,10,4,0.63494863
10,10,5,0.92348475
10,10,6,0.7960005
10,10,7,0.96033475
10,10,8,0.87111388
10,10,9,0.72501925
10,10,10,0.551411
10,10,11,0.828638
10,10,12,0.96392038
10,10,13,0.95178112
10,10,14,0.954569
10,10,15,0.76663012
10,10,16,0.83981462
10,10,17,0.78168362
10,10,18,0.68314862
10,10,19,0.987508
10,10,20,0.84801488
10,10,21,0.885632
10,10,22,0.93811788
10,10,23,0.92299975
10,10,24,0.95306712
10,10,25,0.9437385
10,10,26,0.9777105
10,10,27,0.96748975
10,10,28,0.88604888
10,10,29,0.86531925
10,10,30,0.711064
10,10,31,0.49159
11,10,1,0.96637638
11,10,2,0.934019
11,10,3,0.8464625
11,10,4,0.96509212
11,10,5,0.94506375
11,10,6,0.958203
11,10,7,0.95055488
11,10,8,1.00891163
11,10,9,0.91369338
11,10,10,1.028144
11,10,11,0.99298412
11,10,12,0.85867325
11,10,13,0.79399525
11,10,14,0.95861975
11,10,15,0.44635938
11,10,16,0.321402
11,10,17,0.41247812
11,10,18,0.6887095
11,10,19,1.07920638
11,10,20,0.94839025
11,10,21,1.09060838
11,10,22,0.96382762
11,10,23,0.88746188
11,10,24,0.98053025
11,10,25,0.9664755
11,10,26,0.9532535
11,10,27,0.87622862
11,10,28,0.93670212
11,10,29,0.94190338
11,10,30,0.96740412
11,10,31,0.9142775
12,10,1,0.97460812
12,10,2,0.9253005
12,10,3,0.95829738
12,10,4,1.01098725
12,10,5,0.9319745
12,10,6,0.94587788
12,10,7,0.93844325
12,10,8,0.77899062
12,10,9,0.79267525
12,10,10,0.741873
12,10,11,0.80612338
12,10,12,0.96331725
12,10,13,0.91902025
12,10,14,0.65044762
12,10,15,0.87214012
12,10,16,0.6717505
12,10,17,0.79456025
12,10,18,0.8837775
12,10,19,0.8341735
12,10,20,0.47138875
12,10,21,0.62454675
12,10,22,0.922558
12,10,23,0.92768175
