####################################################################################################
# Month: 12Dec                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/ALI                          #
# Columns are: year    month   day     segment         PWV (mm)                                    #
####################################################################################################
year,month,day,segment,PWV
2009,12,1,0,0.36375
2009,12,1,1,0.356026
2009,12,1,2,0.417622
2009,12,1,3,0.46770999999999996
2009,12,1,4,0.5467110000000001
2009,12,1,5,0.537419
2009,12,1,6,0.675791
2009,12,1,7,0.851383
2009,12,2,0,1.11718
2009,12,2,1,1.02021
2009,12,2,2,1.0658800000000002
2009,12,2,3,1.5444200000000001
2009,12,2,4,1.8068499999999998
2009,12,2,5,1.4475799999999999
2009,12,2,6,1.35211
2009,12,2,7,1.2354
2009,12,3,0,1.5066
2009,12,3,1,1.67302
2009,12,3,2,2.02562
2009,12,3,3,2.2108000000000003
2009,12,3,4,2.32369
2009,12,3,5,2.05198
2009,12,3,6,1.78492
2009,12,3,7,2.10587
2009,12,4,0,2.05146
2009,12,4,1,2.10606
2009,12,4,2,1.3885699999999999
2009,12,4,3,1.6345
2009,12,4,4,1.4088699999999998
2009,12,4,5,1.04115
2009,12,4,6,0.8417749999999999
2009,12,4,7,0.702592
2009,12,5,0,0.5528
2009,12,5,1,0.44314
2009,12,5,2,0.479243
2009,12,5,3,0.510598
2009,12,5,4,0.7661870000000001
2009,12,5,5,0.807346
2009,12,5,6,0.692506
2009,12,5,7,0.578265
2009,12,6,0,0.453297
2009,12,6,1,0.37213799999999997
2009,12,6,2,0.45869600000000005
2009,12,6,3,0.5210549999999999
2009,12,6,4,0.7566369999999999
2009,12,6,5,0.621174
2009,12,6,6,0.466178
2009,12,6,7,0.47804199999999997
2009,12,7,0,0.7032619999999999
2009,12,7,1,0.8485689999999999
2009,12,7,2,0.863293
2009,12,7,3,0.893237
2009,12,7,4,0.92761
2009,12,7,5,0.77497
2009,12,7,6,0.655889
2009,12,7,7,0.5941660000000001
2009,12,8,0,0.529612
2009,12,8,1,0.6373840000000001
2009,12,8,2,0.7947000000000001
2009,12,8,3,0.9659930000000001
2009,12,8,4,1.00722
2009,12,8,5,0.687538
2009,12,8,6,0.41954
2009,12,8,7,0.311976
2009,12,9,0,0.29616899999999996
2009,12,9,1,0.243558
2009,12,9,2,0.408888
2009,12,9,3,0.580579
2009,12,9,4,0.9241739999999999
2009,12,9,5,0.991305
2009,12,9,6,0.8576630000000001
2009,12,9,7,0.924284
2009,12,10,0,0.7883859999999999
2009,12,10,1,0.652592
2009,12,10,2,0.616304
2009,12,10,3,0.710877
2009,12,10,4,0.753439
2009,12,10,5,0.6441520000000001
2009,12,10,6,0.515625
2009,12,10,7,0.360373
2009,12,11,0,0.327002
2009,12,11,1,0.307073
2009,12,11,2,0.379923
2009,12,11,3,0.45796699999999996
2009,12,11,4,0.555396
2009,12,11,5,0.7498060000000001
2009,12,11,6,0.93659
2009,12,11,7,1.0872
2009,12,12,0,0.653892
2009,12,12,1,0.562766
2009,12,12,2,0.587456
2009,12,12,3,0.672191
2009,12,12,4,0.628772
2009,12,12,5,0.605135
2009,12,12,6,0.472794
2009,12,12,7,0.6922290000000001
2009,12,13,0,0.855099
2009,12,13,1,1.0821800000000001
2009,12,13,2,0.9503680000000001
2009,12,13,3,0.929509
2009,12,13,4,0.8958440000000001
2009,12,13,5,0.8214750000000001
2009,12,13,6,0.7632960000000001
2009,12,13,7,0.916611
2009,12,14,0,1.06335
2009,12,14,1,1.31357
2009,12,14,2,1.60202
2009,12,14,3,1.78783
2009,12,14,4,1.64805
2009,12,14,5,1.42194
2009,12,14,6,1.3595599999999999
2009,12,14,7,1.2800799999999999
2009,12,15,0,1.58741
2009,12,15,1,1.54993
2009,12,15,2,1.4989000000000001
2009,12,15,3,1.54582
2009,12,15,4,1.4956099999999999
2009,12,15,5,1.53527
2009,12,15,6,1.57852
2009,12,15,7,1.80402
2009,12,16,0,2.10287
2009,12,16,1,2.2663699999999998
2009,12,16,2,2.2562699999999998
2009,12,16,3,2.31865
2009,12,16,4,2.44245
2009,12,16,5,2.68741
2009,12,16,6,2.74357
2009,12,16,7,2.5436
2009,12,17,0,2.3411500000000003
2009,12,17,1,2.04672
2009,12,17,2,1.91805
2009,12,17,3,1.9364400000000002
2009,12,17,4,1.96544
2009,12,17,5,1.76632
2009,12,17,6,1.26562
2009,12,17,7,1.00222
2009,12,18,0,0.9489930000000001
2009,12,18,1,1.22572
2009,12,18,2,1.2363
2009,12,18,3,1.61728
2009,12,18,4,1.88551
2009,12,18,5,1.70442
2009,12,18,6,1.51386
2009,12,18,7,1.3896700000000002
2009,12,19,0,0.98609
2009,12,19,1,0.836675
2009,12,19,2,1.14198
2009,12,19,3,1.51827
2009,12,19,4,1.71085
2009,12,19,5,1.3404800000000001
2009,12,19,6,0.934284
2009,12,19,7,0.725149
2009,12,20,0,0.510931
2009,12,20,1,0.356429
2009,12,20,2,0.341738
2009,12,20,3,0.43964299999999995
2009,12,20,4,0.607902
2009,12,20,5,0.606302
2009,12,20,6,0.8585839999999999
2009,12,20,7,1.32419
2009,12,21,0,1.67308
2009,12,21,1,1.69646
2009,12,21,2,1.8302
2009,12,21,3,1.86659
2009,12,21,4,1.88443
2009,12,21,5,2.1982199999999996
2009,12,21,6,2.4902800000000003
2009,12,21,7,2.4666
2009,12,22,0,2.49531
2009,12,22,1,2.38884
2009,12,22,2,2.44596
2009,12,22,3,2.44915
2009,12,22,4,2.5685100000000003
2009,12,22,5,2.54301
2009,12,22,6,2.52036
2009,12,22,7,2.55307
2009,12,23,0,2.4977199999999997
2009,12,23,1,2.50003
2009,12,23,2,2.20805
2009,12,23,3,2.59934
2009,12,23,4,2.72763
2009,12,23,5,3.1021
2009,12,23,6,3.21881
2009,12,23,7,3.31855
2009,12,24,0,3.28781
2009,12,24,1,3.07998
2009,12,24,2,3.0611599999999997
2009,12,24,3,2.87794
2009,12,24,4,2.7551300000000003
2009,12,24,5,2.4087199999999998
2009,12,24,6,2.51316
2009,12,24,7,2.07035
2009,12,25,0,1.93493
2009,12,25,1,2.04776
2009,12,25,2,2.2389699999999997
2009,12,25,3,2.1132199999999997
2009,12,25,4,2.09382
2009,12,25,5,1.86871
2009,12,25,6,1.75815
2009,12,25,7,1.9496600000000002
2009,12,26,0,1.7490299999999999
2009,12,26,1,1.39034
2009,12,26,2,1.26586
2009,12,26,3,1.3696300000000001
2009,12,26,4,1.2662200000000001
2009,12,26,5,1.08449
2009,12,26,6,1.02027
2009,12,26,7,1.04026
2009,12,27,0,0.8907160000000001
2009,12,27,1,0.645721
2009,12,27,2,0.819286
2009,12,27,3,0.9977480000000001
2009,12,27,4,1.24529
2009,12,27,5,1.146
2009,12,27,6,0.653734
2009,12,27,7,0.357409
2009,12,28,0,0.43849099999999996
2009,12,28,1,0.528376
2009,12,28,2,0.5519740000000001
2009,12,28,3,0.5749500000000001
2009,12,28,4,0.683246
2009,12,28,5,0.5225230000000001
2009,12,28,6,0.450553
2009,12,28,7,0.478635
2009,12,29,0,0.510859
2009,12,29,1,0.578437
2009,12,29,2,0.6314919999999999
2009,12,29,3,0.814086
2009,12,29,4,0.888867
2009,12,29,5,0.87191
2009,12,29,6,0.832294
2009,12,29,7,0.761811
2009,12,30,0,0.725074
2009,12,30,1,0.6984239999999999
2009,12,30,2,0.595392
2009,12,30,3,0.738015
2009,12,30,4,1.24166
2009,12,30,5,1.19346
2009,12,30,6,0.930293
2009,12,30,7,0.622918
2009,12,31,0,0.406137
2009,12,31,1,0.350332
2009,12,31,2,0.43524
2009,12,31,3,0.49187200000000003
2009,12,31,4,0.344271
2009,12,31,5,0.349638
2009,12,31,6,0.53801
2009,12,31,7,0.549625
2009,12,1,0,1.01631
2009,12,1,1,1.54018
2009,12,1,2,1.3955799999999998
2009,12,1,3,1.43306
2009,12,1,4,1.39269
2009,12,1,5,1.02626
2009,12,1,6,0.760884
2009,12,1,7,0.6283869999999999
2009,12,2,0,0.404637
2009,12,2,1,0.393425
2009,12,2,2,0.610464
2009,12,2,3,0.77598
2009,12,2,4,1.02515
2009,12,2,5,1.13494
2009,12,2,6,1.24552
2009,12,2,7,1.33448
2009,12,3,0,1.3309000000000002
2009,12,3,1,0.874933
2009,12,3,2,0.8308450000000001
2009,12,3,3,1.1861
2009,12,3,4,1.30622
2009,12,3,5,0.765792
2009,12,3,6,0.518098
2009,12,3,7,0.27975099999999997
2009,12,4,0,0.233607
2009,12,4,1,0.195469
2009,12,4,2,0.303554
2009,12,4,3,0.446009
2009,12,4,4,0.787211
2009,12,4,5,0.598128
2009,12,4,6,0.456144
2009,12,4,7,0.40188799999999997
2009,12,5,0,0.297647
2009,12,5,1,0.389651
2009,12,5,2,0.576913
