####################################################################################################
# Month: 02Feb                                                                                     #
# Station: GLTS                                                                                    #
# Columns are: year    day     RH (percent)                                                        #
####################################################################################################
year,day,RH
9,1,0.9567465
9,2,0.97053012
9,3,0.84037062
9,4,0.98893
9,5,0.98119925
9,6,0.99589475
9,7,0.85249162
9,8,0.67134662
9,9,0.86789137
9,10,0.66255
9,11,0.3493095
9,12,0.23382575
9,13,0.23927338
9,14,0.65615462
9,15,0.87438188
9,16,0.9397855
9,17,0.93943075
9,18,0.95952275
9,19,0.9717115
9,20,0.92506725
9,21,1.115449
9,22,0.93929412
9,23,0.83862838
9,24,0.88960188
9,25,0.80597912
9,26,0.64960988
9,27,0.87388625
9,28,0.6720825
