####################################################################################################
# Month: 02Feb                                                                                     #
# Station: BMAC                                                                                    #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,11.10454562
2009,2,14.31041362
2009,3,11.175812
2009,4,7.286219
2009,5,5.5621095
2009,6,6.46315738
2009,7,6.74973925
2009,8,6.6487185
2009,9,7.80162913
2009,10,5.46236037
2009,11,4.38568938
2009,12,6.10057637
2009,13,10.57925775
2009,14,11.38787688
2009,15,13.84370012
2009,16,6.89225612
2009,17,7.46302987
2009,18,9.97128538
2009,19,10.90494075
2009,20,9.76640838
2009,21,13.6077645
2009,22,5.947206
2009,23,3.36005525
2009,24,1.82952138
2009,25,6.294142
2009,26,5.02782975
2009,27,3.3683485
2009,28,2.16890088
