####################################################################################################
# Month: 01Jan                                                                                     #
# Station: ERB                                                                                     #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,9.123459
2009,2,3.47445088
2009,3,8.67409013
2009,4,7.23208587
2009,5,7.6518695
2009,6,7.472429
2009,7,8.107484
2009,8,8.410177
2009,9,7.08480638
2009,10,1.52053962
2009,11,5.44945262
2009,12,8.8875975
2009,13,6.11683362
2009,14,3.33905762
2009,15,5.47435962
2009,16,3.79256138
2009,17,7.40793125
2009,18,4.69514112
2009,19,4.88633487
2009,20,3.47382788
2009,21,3.835062
2009,22,10.74236475
2009,23,4.18669112
2009,24,5.99492225
2009,25,7.72721388
2009,26,10.0917885
2009,27,7.854852
2009,28,4.94191575
2009,29,8.02951838
2009,30,10.0265405
2009,31,6.43362812
