####################################################################################################
# Month: 10Oct                                                                                     #
# Station: KILI                                                                                    #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,2.26830125
2009,2,3.76628775
2009,3,6.09091625
2009,4,4.91608662
2009,5,4.46996362
2009,6,1.32999425
2009,7,4.2330425
2009,8,2.5137695
2009,9,2.68994712
2009,10,4.2240895
2009,11,3.94944038
2009,12,2.21420712
2009,13,3.15335062
2009,14,1.82036612
2009,15,3.419739
2009,16,2.37309012
2009,17,3.36783062
2009,18,4.24456
2009,19,5.0420165
2009,20,6.09271462
2009,21,7.08649875
2009,22,6.782372
2009,23,6.32958212
