####################################################################################################
# Month: 10Oct                                                                                     #
# Station: BMAC                                                                                    #
# Columns are: year    month   day     segment         windspeed (m/s)                             #
####################################################################################################
year,month,day,segment,windspeed
2009,10,1,0,5.005862
2009,10,1,1,5.996252
2009,10,1,2,5.535547
2009,10,1,3,5.275176
2009,10,1,4,3.89041
2009,10,1,5,1.927768
2009,10,1,6,3.398618
2009,10,1,7,3.646074
2009,10,2,0,6.359282
2009,10,2,1,8.150066
2009,10,2,2,9.049798
2009,10,2,3,7.251622
2009,10,2,4,6.597616
2009,10,2,5,8.321963
2009,10,2,6,10.311019
2009,10,2,7,10.094246
2009,10,3,0,9.795409
2009,10,3,1,9.30295
2009,10,3,2,8.529909
2009,10,3,3,5.598994
2009,10,3,4,4.181695
2009,10,3,5,5.140429
2009,10,3,6,5.606678
2009,10,3,7,4.179796
2009,10,4,0,4.842343
2009,10,4,1,4.487435
2009,10,4,2,2.201076
2009,10,4,3,4.268549
2009,10,4,4,4.782632
2009,10,4,5,5.539715
2009,10,4,6,7.956328
2009,10,4,7,8.15631
2009,10,5,0,8.762712
2009,10,5,1,6.961576
2009,10,5,2,7.420865
2009,10,5,3,9.054999
2009,10,5,4,8.105446
2009,10,5,5,7.621785
2009,10,5,6,6.700089
2009,10,5,7,7.265777
2009,10,6,0,8.804077
2009,10,6,1,9.327756
2009,10,6,2,6.813948
2009,10,6,3,6.661342
2009,10,6,4,7.914468
2009,10,6,5,9.647892
2009,10,6,6,13.093184
2009,10,6,7,17.351369
2009,10,7,0,19.928107
2009,10,7,1,24.062686
2009,10,7,2,26.296051
2009,10,7,3,24.853655
2009,10,7,4,21.555513
2009,10,7,5,20.14202
2009,10,7,6,18.193557
2009,10,7,7,20.192576
2009,10,8,0,23.638699
2009,10,8,1,24.762971
2009,10,8,2,24.470052
2009,10,8,3,21.089178
2009,10,8,4,16.291377
2009,10,8,5,14.619364
2009,10,8,6,16.287145
2009,10,8,7,19.60167
2009,10,9,0,23.115037
2009,10,9,1,22.760379
2009,10,9,2,21.138808
2009,10,9,3,16.110567
2009,10,9,4,12.009994
2009,10,9,5,10.716197
2009,10,9,6,13.46714
2009,10,9,7,15.463394
2009,10,10,0,17.363634
2009,10,10,1,16.931914
2009,10,10,2,17.571539
2009,10,10,3,13.083908
2009,10,10,4,9.622248
2009,10,10,5,9.394099
2009,10,10,6,8.115843
2009,10,10,7,7.913975
2009,10,11,0,3.62371
2009,10,11,1,3.921435
2009,10,11,2,11.348525
2009,10,11,3,22.271257
2009,10,11,4,23.875424
2009,10,11,5,27.873146
2009,10,11,6,26.038527
2009,10,11,7,32.080482
2009,10,12,0,30.687507
2009,10,12,1,17.223653
2009,10,12,2,14.712868
2009,10,12,3,19.841457
2009,10,12,4,19.703775
2009,10,12,5,23.574892
2009,10,12,6,20.549625
2009,10,12,7,18.479709
2009,10,13,0,17.59182
2009,10,13,1,17.060085
2009,10,13,2,10.318402
2009,10,13,3,9.04109
2009,10,13,4,7.090038
2009,10,13,5,6.084284
2009,10,13,6,4.725958
2009,10,13,7,2.147744
2009,10,14,0,3.452987
2009,10,14,1,3.994452
2009,10,14,2,4.454177
2009,10,14,3,6.722896
2009,10,14,4,7.210993
2009,10,14,5,8.299735
2009,10,14,6,10.625707
2009,10,14,7,12.736463
2009,10,15,0,16.521061
2009,10,15,1,15.341596
2009,10,15,2,13.730058
2009,10,15,3,9.391233
2009,10,15,4,11.885357
2009,10,15,5,12.107731
2009,10,15,6,14.186365
2009,10,15,7,16.166747
2009,10,16,0,12.836767
2009,10,16,1,15.406504
2009,10,16,2,14.887838
2009,10,16,3,11.801762
2009,10,16,4,11.930985
2009,10,16,5,11.465642
2009,10,16,6,11.657671
2009,10,16,7,11.300517
2009,10,17,0,11.312077
2009,10,17,1,11.174348
2009,10,17,2,11.565867
2009,10,17,3,11.13596
2009,10,17,4,8.706311
2009,10,17,5,7.424998
2009,10,17,6,7.458546
2009,10,17,7,7.647493
2009,10,18,0,7.760488
2009,10,18,1,8.273196
2009,10,18,2,8.733944
2009,10,18,3,8.993899
2009,10,18,4,7.820505
2009,10,18,5,9.912096
2009,10,18,6,14.295005
2009,10,18,7,14.541442
2009,10,19,0,15.920857
2009,10,19,1,16.174608
2009,10,19,2,14.138145
2009,10,19,3,9.866068
2009,10,19,4,5.024948
2009,10,19,5,3.476139
2009,10,19,6,4.819413
2009,10,19,7,5.142573
2009,10,20,0,6.078397
2009,10,20,1,6.602699
2009,10,20,2,6.716811
2009,10,20,3,7.186249
2009,10,20,4,7.26134
2009,10,20,5,7.848879
2009,10,20,6,10.823885
2009,10,20,7,11.759947
2009,10,21,0,13.818362
2009,10,21,1,12.932834
2009,10,21,2,12.04504
2009,10,21,3,8.674364
2009,10,21,4,7.149012
2009,10,21,5,7.044158
2009,10,21,6,7.504874
2009,10,21,7,8.196952
2009,10,22,0,12.151281
2009,10,22,1,13.124045
2009,10,22,2,12.369242
2009,10,22,3,12.329201
2009,10,22,4,11.109458
2009,10,22,5,11.37468
2009,10,22,6,13.662318
2009,10,22,7,16.120329
2009,10,23,0,16.723466
2009,10,23,1,15.900873
2009,10,23,2,16.636256
2009,10,23,3,15.126466
2009,10,23,4,11.641788
2009,10,23,5,9.920555
2009,10,23,6,9.209305
2009,10,23,7,8.452011
