####################################################################################################
# Month: 10Oct                                                                                     #
# Station: YBG                                                                                     #
# Columns are: year    day     RH (percent)                                                        #
####################################################################################################
year,day,RH
9,1,0.76775862
9,2,0.48298387
9,3,0.76125962
9,4,0.79052863
9,5,0.70262862
9,6,0.75328675
9,7,0.8346225
9,8,0.95874675
9,9,0.48721512
9,10,0.3803735
9,11,0.54718612
9,12,0.55381162
9,13,0.41138488
9,14,0.42030975
9,15,0.40354538
9,16,0.29236238
9,17,0.25926562
9,18,0.35543475
9,19,0.23329888
9,20,0.25157288
9,21,0.24943962
9,22,0.16906362
9,23,0.16182725
