####################################################################################################
# Month: 02Feb                                                                                     #
# Station: SPT                                                                                     #
# Columns are: year    day     windspeed (m/s)                                                     #
####################################################################################################
year,day,windspeed
2009,1,2.75084162
2009,2,4.35469425
2009,3,2.85523738
2009,4,5.932492
2009,5,3.1266115
2009,6,2.7846335
2009,7,1.35408988
2009,8,2.44331188
2009,9,2.90459338
2009,10,3.582741
2009,11,3.40606775
2009,12,5.02849325
2009,13,7.74043175
2009,14,7.80552625
2009,15,6.00751825
2009,16,3.72040338
2009,17,3.77566088
2009,18,4.09151775
2009,19,3.40881687
2009,20,6.00522
2009,21,8.70199662
2009,22,11.05230625
2009,23,8.81792363
2009,24,7.43006038
2009,25,8.22299525
2009,26,4.95929212
2009,27,4.94126575
2009,28,5.63540262
